label,final,fullnopunc
neutral,man red headband climbing rock cliff looming greenery,a man with a red headband climbing a rock cliff looming over greenery
neutral,homeless man push overfilled plastic blue shopping cart,A homeless man pushes an overfilled plastic blue shopping cart
neutral,old shoemaker factory,an old shoemaker in his factory
neutral,four young girl playing water,Four young girls playing in the water
neutral,boy back incoming wave,Boys with their backs against an incoming wave
neutral,boy back incoming wave,Boys with their backs against an incoming wave
neutral,lady helping another woman work silver compartment likely related nurse-work,A lady is helping another woman work in a silver compartment which is most likely related to nurse-work
neutral,hockey player helmet,A hockey player in helmet
neutral,hockey player helmet,A hockey player in helmet
neutral,group people stand near large black square ground yellow writing it,A group of people stand near and on a large black square on the ground with some yellow writing on it
neutral,little boy get ready kick soccer ball,The little boy gets ready to kick the soccer ball
neutral,two little boy wearing athletic jersey washing hand public restroom,Two little boys wearing athletic jerseys are washing their hands in a public restroom
neutral,two men wearing dirty clothing sitting sidewalk dog begging money using cardboard sign,Two men wearing dirty clothing are sitting on a sidewalk with their dog and begging for money using a cardboard sign
neutral,villager pulling fish boat,Villagers pulling in the fish boat
neutral,picture people getting drunk house party,Here is a picture of people getting drunk at a house party
neutral,variety people sitting around tale craft project,A variety of people are sitting around a tale doing craft projects
neutral,woman black review message walk work,A woman in black reviews a message as she walks to work
neutral,family walking soldier,A family walking with a soldier
neutral,three worker life vest hard hat boat hanging cable water,Three workers with life vests and hard hats on a boat hanging from cables over water
neutral,man plaid shirt looking telescope lens,A man in a plaid shirt looking through a telescope lens
neutral,young man blue hoodie flip half-wall covered graffiti,A young man in a blue hoodie doing a flip off of a half-wall that is covered in graffiti
neutral,dark-haired man wearing watch oven mitt cook meat kitchen,Dark-haired man wearing a watch and oven mitt about to cook some meat in the kitchen
neutral,two boy reading superhero book,two boys reading superhero books
neutral,two little kid without shirt sitting facing other,Two little kids without shirts are sitting down facing each other
neutral,two little kid without shirt sitting facing other,Two little kids without shirts are sitting down facing each other
neutral,young boy using field microscope identify field specimen field trip,a young boy using a field microscope to identify a field specimen during a field trip
neutral,person sitting front graffiti covered wall,A person is sitting in front of a graffiti covered wall
neutral,man long white beard examining camera another man black shirt background,A man with a long white beard is examining a camera and another man with a black shirt is in the background
neutral,four woman taking walk icy road,Four women are taking a walk down an icy road
neutral,five young men loft one holding whiteboard one making shaka sign front television,Five young men are in a loft with one holding a whiteboard and one making a shaka sign in front of the television
neutral,five young men loft one holding whiteboard one making shaka sign front television,Five young men are in a loft with one holding a whiteboard and one making a shaka sign in front of the television
neutral,man wearing snorkel goggles give thumb another person speed water,A man wearing a snorkel and goggles gives a thumbs up as he and another person speed through the water
neutral,man riding bike along dirt trail,A man is riding a bike along a dirt trail
neutral,group people alley looking camera,A group of people in an alley looking at the camera
neutral,group people alley looking camera,A group of people in an alley looking at the camera
neutral,two dog stand side side yard,Two dogs stand side by side in the yard
neutral,three young girl winter clothing hat look disposable camera holding,Three young girls in winter clothing and hats look at disposable cameras they are holding
neutral,tree worker hard hat cutting branch,A tree worker with a hard hat is cutting down a branch
neutral,woman white hijab dig ground,A woman in a white hijab digs into the ground
neutral,smiling girl slide purple slide foot first,A smiling girl slides down a purple slide feet first
neutral,men hard hat work along wall,Men in hard hats work along a wall
neutral,man overcoat putting glove subway station,A man in an overcoat putting on his gloves at a subway station
neutral,one confused man standing staring distance front ticket collecting machine,One confused man is standing and staring off into the distance in front of some ticket collecting machines
neutral,crowd walk square night smoke fog drifting them,A crowd walks about a square at night with smoke or fog drifting over them
neutral,woman seen applying red nail polish toe rest leather seat,A woman is seen from above applying red nail polish to her toes as they rest on a leather seat
neutral,"man wearing white hate sunglass sitting white truck say ""coast gas""","A man wearing a white hate and sunglasses is sitting in a white truck that says ""Coast Gas"""
neutral,man mask back service vehicle,A man in a mask in the back of a service vehicle
neutral,member bergwacht team lead sled laden orange material ski colleague stand foreground,A member of a Bergwacht team leads a sled laden with orange material while on skis as his colleague stands in the foreground
neutral,bare chested smiling child play water,A bare chested smiling child plays in water
neutral,bare chested smiling child play water,A bare chested smiling child plays in water
neutral,people standing next chain link fence,People are standing next to a chain link fence
neutral,three child playing illuminated water art display,Three children are playing with an illuminated water art display
neutral,woman middle hitting tennis ball,A woman is in the middle of hitting a tennis ball
neutral,woman short blond-hair rise chair another woman burgundy shirt laugh,A woman with short blond-hair rises from a chair as another woman in a burgundy shirt laughs
neutral,person yellow helmet rock climbing another person wait ground tether,A person in a yellow helmet rock climbing while another person waits on the ground with the tether
neutral,girl jump air,A girl jumps in the air
neutral,man red jacket opening door holding car key,Man in red jacket is opening the door while holding his car keys
neutral,kid holding handle two wheeled object,kid holding handles on two wheeled object
neutral,group child getting picture taken present,There is a group of children getting their picture taken with presents
neutral,person four wheeler kicking lot dirt dune,A person is on a four wheeler kicking up a lot of dirt in a dune
neutral,expensive car parked look like car-wash man standing open passenger door side,An expensive car is parked in what looks like a car-wash with a man standing at the open passenger door side
neutral,man market holding large green onion smoking cigarette,A man in a market holding some very large green onions while smoking a cigarette
neutral,san fransisco 49ers football field cheerleader packed stadium,San Fransisco 49ers football field with cheerleaders and a packed stadium
neutral,fireman woman wearing blue glove finished working person lying ground bandaged draped blue blanket,The firemen and women wearing blue gloves have finished working on a person who is lying on ground bandaged and draped in a blue blanket
neutral,three men musical set wire equipment stage holding unique guitar like instrument,Three men are doing a musical set with wires and equipment all over the stage and they are holding unique guitar like instruments
neutral,tattooed man posing woman carrying yellow handbag,A tattooed man posing with a woman carrying a yellow handbag
neutral,man dance woman white egyptian costume,A man dances with a woman in a white egyptian costume
neutral,man black suit cat leash looking shop cat stand beside staring opposite direction man woman green jacket black pant high heel walked past cat man,A man in a black suit with a cat on a leash is looking in a shop while the cat stands beside him staring the opposite direction of the man as a woman in a green jacket black pants and high heels has walked past both cat and man
neutral,man beard playing acoustic guitar street,A man with a beard is playing an acoustic guitar on the street
neutral,3 girl chatting laughing stairwell,3 girls chatting and laughing on the stairwell
neutral,3 girl chatting laughing stairwell,3 girls chatting and laughing on the stairwell
neutral,shipyard worker standing around,Shipyard workers are standing around
neutral,elderly man tie die shirt playing red according key bored boy blue,an elderly man in a tie die shirt playing a red according key bored for a boy in blue
neutral,man black business suit stand upright next man wearing blue leaning railing,A man in a black business suit stands upright next to a man wearing blue and leaning against a railing
neutral,group three people one dog hike green mountainside,A group of three people and one dog hike up a green mountainside
neutral,three hiker dog walking foliage hillside,Three hikers and a dog are walking through the foliage on the hillside
neutral,man surf medium sized wave holding paddle seems steer direction want go,A man surfs on a medium sized wave while holding a paddle that seems to steer him in the direction he wants to go
neutral,two men frisbee,Two men and a Frisbee
neutral,man wearing red jacket camouflage pant leaning giant tree snow,a man wearing a red jacket and camouflage pants is leaning against a giant tree in the snow
neutral,several people blue scrub one skirt black blouse,Several people in blue scrubs and one in a skirt and black blouse
neutral,middle-aged man chef white doorway mobile kitchen,A middle-aged man chef is in a white doorway of a mobile kitchen
neutral,patient worked doctor nurse,A patient is being worked on by doctors and nurses
neutral,candid photo young lady sitting restaurant table,a candid photo of a young lady sitting at a restaurant table
neutral,young boy holding red toy wearing green snowman reindeer pajama older woman couch behind him,A young boy holding a red toy wearing green snowman and reindeer pajamas with an older woman on a couch behind him
neutral,man holding picture small dog painting small dog near life size white canvas,A man holding a picture of a small dog is painting a small dog in near life size on a white canvas
neutral,men burgundy coat try push car snow,Some men in burgundy coats try to push a car in the snow
neutral,woman costume stand stage,Women in costume stand on a stage
neutral,man red shirt sitting top rocky mountain,A man in a red shirt is sitting on top of a rocky mountain
neutral,young shirtless man asian woman jump shallow rock shore boat moored background,Young shirtless man and asian woman jump up from a shallow rock at the shore with boats moored in the background
neutral,person taking picture young brunette girl,A person taking pictures of a young brunette girl
neutral,three men working bike shoulder road,Three men are working with their bikes in the shoulder of a road
neutral,three soccer player two orange one yellow running ball soccer field,Three soccer players two in orange one in yellow running for the ball on a soccer field
neutral,man steering ship sea,A man is steering his ship out at sea
neutral,elderly woman sitting chair one side room group musician including cellist guitar player side room group people sitting chair,An elderly women is sitting in a chair on one side of a room with a group of musicians including a cellist and guitar player and on the other side of the room a group of people are sitting on chairs
neutral,young boy shaved head dirty white collared shirt hold chicken arm,A young boy with a shaved head and dirty white collared shirt holds a chicken in his arm
neutral,young man wait bench bag behind advertisement london,A young man waits on a bench with his bag behind a few advertisements in London
neutral,guitarist drummer another band member performing stage red light background,A guitarist a drummer and another band member are performing on stage with red lights on the background
neutral,sooner football player carrying ball trying avoid tackled,The Sooner football player carrying the ball is trying to avoid being tackled
neutral,group people standing around smiling background people handmade sign,A group of people standing around smiling and in the background are more people and handmade signs
neutral,three woman talk next another woman sitting motorcycle,Three women talk to each other next to another woman sitting on a motorcycle
neutral,african walking dirt road straw hut background,Africans are walking down a dirt road with straw huts in the background
neutral,worker wearing orange vest work fence,Workers wearing orange vests work on fence
neutral,young man wearing t-shirt say joplin play guitar front large amplifier,A young man wearing a T-shirt that says Joplin plays the guitar in front of a large amplifier
neutral,man plaid shirt staring distance,Man with plaid shirt staring off into the distance
neutral,man riding bicycle street,A man is riding a bicycle in the street
neutral,small child riding red wagon,A small child is riding in a red wagon
neutral,girl blue shirt hugging girl also blue shirt,A girl in a blue shirt hugging a girl also in a blue shirt
neutral,woman running park listening music,Woman running in a park while listening to music
neutral,two hockey player opposing team one red white jersey one blue black jersey standing rink,Two hockey players on opposing teams one in a red and white jersey and one in a blue and black jersey are standing on the rink
neutral,people hurrying get work busy city,People hurrying to get to work in a busy city
neutral,asian woman hat measuring food barrel ladle smaller metal pan,An Asian woman in a hat is measuring food from barrels with a ladle into a smaller metal pan
neutral,man preparing bat baseball game,A man preparing to bat in a baseball game
neutral,boy red short getting soaked water,Boy with red shorts getting soaked with water
neutral,tennis player blue short white shirt making aggressive backhand swing towards tennis ball,A tennis player in blue shorts and a white shirt making an aggressive backhand swing towards the tennis ball
neutral,female marathon runner wearing red headband red tank top black short jogging paved road,A female marathon runner wearing a red headband a red tank top and black shorts jogging down a paved road
neutral,man brown shirt holding hand long-haired child front painting,The man in the brown shirt is holding the hand of the long-haired child in front of a painting
neutral,man dark shirt yellow short yellow bandanna leap catch white frisbee soccer court,Man in dark shirt yellow shorts and yellow bandanna leaps to catch a white frisbee on a soccer court
neutral,two dog playing catch field,Two dogs are playing catch in a field
neutral,two men playing beautiful lake surrounded mountain,Two men playing in a beautiful lake surrounded by mountains
neutral,pretty spring tree shown man standing hand hip large tree trunk front picture,Pretty spring trees are shown with a man standing with his hands on his hips and a large tree trunk in the front of the picture
neutral,person lie grassy area near building,A person lies in a grassy area near a building
neutral,boy red girl pink walking low cut field,A boy in red and a girl pink are walking through a low cut field
neutral,smiling woman man seated front microphone music studio,A smiling woman and man are seated in front of a microphone in a music studio
neutral,fighter jet plane landed outside notre dame cathedral night,A fighter jet plane is landed outside Notre Dame cathedral at night
neutral,train conductor coverall standing door trail,A train conductor in coveralls is standing in the door of the trail
neutral,train conductor coverall standing door trail,A train conductor in coveralls is standing in the door of the trail
neutral,"group young adult ""x"" hand smiling","A group of young adults with ""X"" on their hands smiling"
neutral,off-roading driver tipped truck,This off-roading driver has tipped his truck
neutral,lady teacher warning student behavior museum setting inviting quite,A lady teacher warning her students about their behavior in a museum setting and inviting them to be quite
neutral,man orange turban standing front basket containing pack marlboro red small object,A man in an orange turban is standing in front of a basket containing a pack of marlboro reds and other small objects
neutral,female guitarist playing stage,A female guitarist is playing on stage
neutral,man black jacket standing beside green mailbox thoroughly soiled group pigeon nearby,A man in a black jacket standing beside a green mailbox thoroughly soiled by a group of pigeons that are nearby
neutral,barefoot child climb jungle gym,A barefoot child climbs at the jungle gym
neutral,man puffy yellow jacket ski mountain,Man in puffy yellow jacket on skis on a mountain
neutral,dog yawn,Dog yawns
neutral,tourist waiting outside home visit,Tourists waiting outside of a home to visit
neutral,white male office setting wearing gray dress shirt black dress pant black dress shoe jump roping smiling,A white male in and office setting wearing a gray dress shirt and black dress pants with black dress shoes is jump roping and smiling
neutral,crowd people stadium style seating appear disinterested venue,A crowd of people in stadium style seating appear disinterested in the venue
neutral,man look mysterious blue shirt red truck company called wilbert,A man looks mysterious in a blue shirt and a red truck for a company called Wilbert
neutral,cityscape four men bike serving focal point picture,Cityscape with four men on bikes serving as the focal point of picture
neutral,runner pose picture friend parking lot,A runner poses for a picture with friends in a parking lot
neutral,boy woman top large rock sunset,A boy and a woman are on top of large rocks at sunset
neutral,man wearing blue pant white helmet green-striped shirt shown ski midair blue sky single puffy cloud,A man wearing blue pants a white helmet and a green-striped shirt is shown on skis in midair against a blue sky with a single puffy cloud
neutral,young boy standing outside near water fountain built ground squirting water,Very young boy is standing outside near a water fountain that is built into the ground and is squirting water
neutral,woman blue striped shirt talking someone street,A woman in a blue striped shirt is talking to someone on the street
neutral,player white dribble ball player orange try stop him,The player in the white dribbles the ball while the player in the orange tries to stop him
neutral,woman enjoying game table tennis,Women enjoying a game of table tennis
neutral,many roller derby player skating around rink,Many roller derby players skating around the rink
neutral,number eight rollerskater taking lead pulling away black red dressed opponent,The number eight rollerskater is taking the lead and pulling away from her black and red dressed opponents
neutral,two oriental older woman gathering rice field,Two oriental older women gathering rice from the fields
neutral,people standing beach camera,people standing at a beach with Cameras
neutral,people standing beach camera,people standing at a beach with Cameras
neutral,two individual use photo kiosk,Two individuals use a photo kiosk
neutral,large crowd gathered outside one woman yelling,A large crowd is gathered outside and one woman is yelling
neutral,girl black sweater jean pours water empty soda bottle,A girl in a black sweater and jeans pours water into an empty soda bottle
neutral,woman hooded type coat holding golden colored axe,A woman in a hooded type coat is holding a golden colored axe
neutral,construction worker looking job site,Construction worker looking over the job site
neutral,woman smiling holding book yellow paper star,Woman smiling while holding a book and yellow paper star
neutral,man bicycle wearing cycle gear riding fast past paved trail surrounded tree grass,A man on a bicycle wearing cycle gear riding at a fast past down paved trail surrounded by trees and grass
neutral,scientist study slide order work new creation,A scientist studies a slide in order to work on her new creation
neutral,small quaint town lit holiday season,A small quaint town all lit up during the holiday season
neutral,young boy play truck outdoors woman wait,Young boy plays with a truck outdoors while a woman waits
neutral,person large pink triangle-shaped costume wave man woman dressed matching brightly-colored striped polka-dotted outfit smile back,A person in a large pink triangle-shaped costume waves as a man and a woman dressed in matching brightly-colored striped and polka-dotted outfits smile back
neutral,man woman formal attire standing high grass meadow posing photographer two finger one hand behind head,A man and woman in formal attire are standing in a high grass meadow posing for the photographer and she has two of her fingers up on one hand behind his head
neutral,group child african clothing,A group of children in African clothing
neutral,man wearing hat boot digging something snow,A man wearing a hat and boots is digging for something in the snow
neutral,indian musician playing evening pillow life behind continues,Indian musicians playing in the evening on a pillow while life behind them continues
neutral,woman red-hair large tattoo sitting chair outside,A woman with red-hair and large tattoo is sitting in a chair outside
neutral,three young men wearing backpack short t-shirt sandal hat standing together sandy surface palm tree distance,Three young men wearing backpacks shorts t-shirts sandals and hats are standing together on a sandy surface with palm trees in the distance
neutral,kid slide yellow slide swimming pool,A kid slides down a yellow slide into a swimming pool
neutral,man glass orange shirt sitting outside next table drink it,A man in glasses and an orange shirt is sitting outside next to a table with drinks on it
neutral,thin brunette woman lounge reading rooftop overlooking cityscape,A thin brunette woman lounges while reading on a rooftop overlooking a cityscape
neutral,five people standing stage getting ready perform unrecognizable due lack lighting,Five people standing on a stage getting ready to perform who are unrecognizable due to the lack of lighting
neutral,hockey player blue red guarding goal,A hockey player in blue and red guarding the goal
neutral,two dirt bike rider one wearing green wearing blue white jumping hill,Two dirt bike riders one wearing green and the other wearing blue and white are jumping a hill
neutral,man riding motorcycle dirt road passing several junk abandoned car side road,A man riding a motorcycle on a dirt road passing several junk or abandoned cars on the side of the road
neutral,two people play horseshoe,Two people play horseshoes
neutral,man bicycle ride past park group people background,A man on a bicycle rides past a park with a group of people in the background
neutral,child playing outside fountain,Children are playing outside in a fountain
neutral,kid face painted top concrete structure asterisk carved inside,A kid with his face painted is at the top of a concrete structure with asterisks carved inside
neutral,man wearing black beret black coat black glove take picture middle crowd,A man wearing a black beret black coat and black gloves takes a picture in the middle of a crowd
neutral,young man bowling alley posing scoring machine,A young man at a bowling alley posing on the scoring machine
neutral,two girl playing basketball,Two girls playing basketball
neutral,professional baseball catcher behind umpire knelt action position awaiting pitch,A professional baseball catcher and behind him an umpire are knelt in action position and are awaiting the pitch
neutral,three woman two men standing foot large staircase holding stringed instrument clarinet,Three women and two men are standing at the foot of a large staircase holding stringed instruments and a clarinet
neutral,group people looking photograph wall speaking other,A group of people are looking at photographs on a wall and speaking to each other
neutral,shirtless man long pole navigates covered boat palm tree lined river past hut,Shirtless man with long pole navigates covered boat down a palm tree lined river past a hut
neutral,hockey player referee preparing face-off,The hockey players and referee are preparing for a face-off
neutral,two young lady walking street together,Two young ladies walking down the street together
neutral,man hold rope boy who climb wall,A man holds a rope for a boy whos about to climb a wall
neutral,two girl red life jacket lock oar river,Two girls in red life jackets lock oars on a river
neutral,two scuba diver inspecting large metal object water,Two scuba divers inspecting a large metal object in the water
neutral,nurse medical setting conversing plastic cup,Nurses in a medical setting conversing over a plastic cup
neutral,female gymnast fly lower bar suspended air foot pointed upward,A female gymnast flies off of the lower bar and is suspended in the air with her feet pointed upward
neutral,people motion city sidewalk,People in motion down a city sidewalk
neutral,one man baseball cap look two men look down,One man in baseball cap looks out while two men look down
neutral,police setting barricade due fire,Police are setting up a barricade due to a fire
neutral,two little boy playing stair carpet runner going them,Two little boys are playing on stairs that have a carpet runner going down them
neutral,woman walking dog using cellphone,A woman is walking her dog and using her cellphone
neutral,one man white cap golfing three men middle conversation,While one man in the white cap is golfing three other men are in the middle of a conversation
neutral,many people appear asian stand line train station waiting patiently next train,Many people who appear to be Asian stand in line at a train station waiting patiently for the next train
neutral,man pink shirt white vest play guitar,A man in a pink shirt and white vest plays a guitar
neutral,man standing cubicle chair black ginobili jersey it,A man standing in a cubicle with a chair that has a black Ginobili jersey on it
neutral,man wearing denim jacket jean weld bridge water wearing safety mask,A man wearing a denim jacket and jeans welds on a bridge above water while wearing his safety mask
neutral,boy standing pool getting splashed water,A boy is standing in a pool getting splashed with water
neutral,baby sitting highchair looking delighted,A baby sitting in a highchair looking delighted
neutral,two musician singer stage performing song,Two musicians and a singer are on a stage performing a song
neutral,small village man set sail along swamp,In a small village a Man sets sail along the Swamp
neutral,woman rest head man shoulder,A woman rests her head on a mans shoulder
neutral,two men later year one wearing hat wearing glass fixing sort machine,Two men in their later years one wearing a hat the other wearing glasses are fixing some sort of machine
neutral,front brick house straw roof figure three child stand two holding square blackboard,In front of a brick house with a straw roof and some figures three children stand two of them holding squares of blackboard
neutral,view bicyclist city street riding direction red reflective safety cone dividing two lane,A view of bicyclists on a city street riding in both directions with red reflective safety cones dividing the two lanes
neutral,two construction worker talk looking naval ship,Two construction workers talk while looking at a Naval ship
neutral,group boy playing street soccer,A group of boys playing street soccer
neutral,man wearing welding mask working duct,A man wearing a welding mask working on a duct
neutral,man wearing welding mask working duct,A man wearing a welding mask working on a duct
neutral,man wife stand alter get married,A man and wife stand at the alter as they get married
neutral,man straining climb cliff face,Man straining to climb cliff face
neutral,woman pink purse walk crowded sidewalk,A woman with a pink purse walks down a crowded sidewalk
neutral,man talking microphone woman standing next him,A man talking into a microphone with a woman standing next to him
neutral,man talking microphone woman standing next him,A man talking into a microphone with a woman standing next to him
neutral,brown black dog rub face grass,A brown and black dog rubs his face in the grass
neutral,chef explains different variety tomato consumer,A chef explains different varieties of Tomatoes to consumers
neutral,worker cherry picker palm tree,A worker is on a cherry picker in a palm tree
neutral,girl bowing throwing wet sponge,A girl with a bowing throwing a wet sponge
neutral,man green shirt red kilt juggling three club,A man in a green shirt and a red kilt is juggling three clubs
neutral,several people laying floor sleeping covered blanket,Several people are laying on the floor sleeping covered by blankets
neutral,boy red black shirt walk grass,Boy in red and black shirt walks through grass
neutral,dark-haired man smiling storage unit four men stand outside unit watching,A dark-haired man is smiling while in a storage unit while four other men stand outside the unit watching
neutral,two dog grassy field,Two dogs in a grassy field
neutral,man woman talk another woman looking concerned room decorated streamer balloon,A man and woman talk to another woman all looking concerned in a room being decorated with streamers and balloons
neutral,young teenage boy blue white striped coat give weak smile walking four girl,A young teenage boy in a blue and white striped coat gives a weak smile while walking with four other girls
neutral,music concerto happening stage light spot audience listens dark,A music concerto is happening on stage with the lights on spot while the audience listens in the dark
neutral,man put hand telling amusing story friend beard,a man puts his hands up while telling an amusing story to his friend with a beard
neutral,three puppy tub sprayed water person,Three puppies are in the tub being sprayed with water by a person
neutral,man button shirt black shirt underneath present front television,A man in a button up shirt with a black shirt underneath presents in front of a television
neutral,speaker talking tv background,A speaker is talking with a TV in the background
neutral,apparent classroom setting young man blue t-shirt book knee woman dressed black next lean point something book,In an apparent classroom setting a young man in a blue t-shirt has a book on his knee while a woman dressed in black next to him leans in to point out something in the book
neutral,two girl winter jacket knit hat glvoes outside snow,Two girls in winter jackets knit hats and glvoes are outside in the snow
neutral,three black people two men one woman middle small rural street piling item top taxi cab net dangling top windshield two child two people nearby,Three black people two men and one woman in the middle of a small rural street are piling up items on top of a taxi cab with a net dangling down on top of the windshield while two children and two other people are nearby
neutral,three black people two men one woman middle small rural street piling item top taxi cab net dangling top windshield two child two people nearby,Three black people two men and one woman in the middle of a small rural street are piling up items on top of a taxi cab with a net dangling down on top of the windshield while two children and two other people are nearby
neutral,single man blue t-shirt jean baseball cap work roof house laying shingle,A single man in a blue t-shirt jeans and a baseball cap works on a roof of a house laying shingles
neutral,two people climb rock overhanging water,Two people climb a rock overhanging water
neutral,tractor decorated float parade,A tractor decorated as a float for a parade
neutral,dog leap air tennis ball,A dog leaps into the air for a tennis ball
neutral,woman blond ponytail white hat riding white horse inside fence horned cow,A woman with a blond ponytail and a white hat is riding a white horse inside a fence with a horned cow
neutral,entertainer reach audience performance,An entertainers reaches out to his audience during a performance
neutral,dog attacking man wearing protective gear,A dog attacking a man wearing protective gear
neutral,smiling man gray hair glass dressed black sitting chair music stand front him,A smiling man with gray hair and glasses dressed in black is sitting in a chair with a music stand in front of him
neutral,boy dressed plaid kilt brown hat wields long pole,A boy dressed in a plaid kilt with a brown hat wields a long pole
neutral,person squatting near bucket holding something one hand,A person is squatting down near buckets holding something in one hand
neutral,girl hit tennis ball coming racket,A girl is about to hit a tennis ball coming from above her with a racket
neutral,young male running playing tennis another person,A young male is running while playing tennis against another person
neutral,lit girl splash around natural water,A lit girl splashes around in natural water
neutral,white man red shirt riding bike,A white man in a red shirt riding a bike
neutral,two men shirtless beach beautiful day,Two men are shirtless on the beach on a beautiful day
neutral,people farmer market,People at a farmers market
neutral,men office computer projector screen,Men in an office with computers and a projector screen
neutral,woman wearing elaborate array feather hair bead necklace medallion aqua brown olive-green dress look left smiling slightly,A woman wearing an elaborate array of feathers in her hair a bead necklace a medallion and an aqua brown and olive-green dress and looks off to her left smiling slightly
neutral,man riding escalator carrying shopping cart,A man is riding up an escalator that is carrying shopping carts
neutral,man looking woman looking water,A man looking at a woman looking at water
neutral,guy uniform standing side boat moving water,Guy in uniform standing on the side of a boat moving through the water
neutral,man standing green boat,A man standing on a green boat
neutral,artist install new exhibit gallery,Artists install a new exhibit in a gallery
neutral,rhythmic gymnast completes floor exercise competition,The rhythmic gymnast completes her floor exercise at the competition
neutral,two woman wearing apron hairnet look reach metal canister,Two women wearing aprons and hairnets look at each other while they reach into metal canisters
neutral,woman dark shirt standing alone front yellow car,Woman in dark shirt standing alone in front of a yellow car
neutral,woman shaving hair black white dog,A woman is shaving the hair off of a black and white dog
neutral,oh yea sucker cant catch me,oh yea these suckers cant catch me
neutral,young boy learns ride horse,A young boy learns how to ride a horse
