label,final,fullnopunc
contradiction,american footballer yellow catch ball whilst pressure payer white,The American footballer in yellow catches the ball whilst under pressure from the payer in white
contradiction,person blue hair baseball cap hood stand outdoors crowd,A person with blue hair a baseball cap and a hood on stands outdoors in a crowd
contradiction,girl holding beverage point painting,A girl holding a beverage points at a painting
contradiction,man black shirt commercial kitchen holding meat took bag,A man in a black shirt in a commercial kitchen holding up meat he took out of a bag
contradiction,person red shirt mowing grass green riding mower,A person in a red shirt is mowing the grass with a green riding mower
contradiction,group people wearing black shirt riding open top vehicle,Group of people wearing black shirts riding in an open top vehicle
contradiction,two men prepare fish dock,Two men prepare a fish at a dock
contradiction,woman face partially covered silver face paint sits plastic tote looking mirror,A woman with her face partially covered in silver face paint sits on a plastic tote looking in a mirror
contradiction,man alaska sweatshirt stand behind counter,A man in an Alaska sweatshirt stands behind a counter
contradiction,large group people walking busy city night,A large group of people walking in a busy city at night
contradiction,large group people walking busy city night,A large group of people walking in a busy city at night
contradiction,woman red white wearing glass sits room people,A woman in red and white and wearing glasses sits in a room with other people
contradiction,softball player throw ball teammate,A softball player throws the ball to her teammate
contradiction,two little boy smiling laughing one standing one bouncy seat,Two little boys are smiling and laughing while one is standing and one is in a bouncy seat
contradiction,island native fisherman reeling net long day work,Island native fishermen reeling in their nets after a long days work
contradiction,young adult seem working together protect plant surrounding white pole,These are young adults who seem to be working together to protect the plants surrounding the white pole
contradiction,two college football player battle outdoors field game day one quarterback trying throw ball player action sack quarterback,Two college football players battle it out outdoors on the field during game day where one is the quarterback trying to throw the ball and the other player is in action about to sack the quarterback
contradiction,two people playing american football one trying stop throwing ball,Two people are playing American Football and one of them is trying to stop the other from throwing the ball
contradiction,man playing billiards bar,A man playing billiards at a bar
contradiction,people escalator waiting get destination looking outside glass make wall,People are on an escalator waiting to get to their destination while looking outside of the glass that makes up the wall
contradiction,woman weaving comb hand,A woman is weaving with a comb in her hand
contradiction,boy riding road two cow,A boy is riding down the road between two cows
contradiction,birthday party many little people enjoy,A birthday party for many little people to enjoy
contradiction,five singer stage three woman two men,There are five singers on a stage three women and two men
contradiction,two men standing boat,Two men are standing in a boat
contradiction,young woman putting clothes dryer portion double stacked washer dryer unit,Young woman is putting her clothes in the dryer portion of a double stacked washer and dryer unit
-,young woman putting clothes dryer portion double stacked washer dryer unit,Young woman is putting her clothes in the dryer portion of a double stacked washer and dryer unit
contradiction,sun break tree child ride swing,The sun breaks through the trees as a child rides a swing
contradiction,man apron smile poke frying donut little metal stick,A man in an apron smiles as he pokes a frying donut with a little metal stick
contradiction,woman tennis clothes running hit ball tennis racket,A woman in tennis clothes running to hit a ball with her tennis racket
contradiction,two woman volleyball team competing salmon-colored turquoise court referee black watch,Two womens volleyball teams are competing against each other on a salmon-colored and turquoise court while a referee in black watches
contradiction,little boy blue bike helmet woman green bike helmet riding bike street various bike rider,A little boy with a blue bike helmet and a woman in a green bike helmet are riding bikes down a street with other various bike riders
contradiction,middle eastern marketplace,A middle eastern marketplace
contradiction,woman black shirt looking bicycle,a woman in a black shirt looking at a bicycle
contradiction,four men playing drum orange lighting one also drinking something bottle,Four men playing drums in very orange lighting while one of them is also drinking something out of a bottle
contradiction,young boy green blue jersey kick around soccer ball soccer game take place background,Young boys in green and blue jerseys kick around a soccer ball while other soccer games take place in the background
contradiction,man one piece tunic riding bike front sandstone wall touching nose,A man in a one piece tunic is riding a bike in front of a sandstone wall while touching his nose
contradiction,man sitting green chair talking phone working laptop construction site next building,A man is sitting in the green chair talking on the phone and working on the laptop and there is construction site next to his building
contradiction,boy hit tennis ball court,A boy hits a tennis ball on a court
contradiction,golden retriever nurse puppy,A golden retriever nurses puppies
contradiction,black man wearing jacket arm spread holding pink comb,A black man wearing a down jacket with his arms spread and holding a pink comb
contradiction,man brown jacket stand arm spread,A man in a brown jacket stands with his arms spread
contradiction,man wearing red vest walking past black green fence,A man wearing a red vest is walking past a black and green fence
contradiction,girl great time looking seashell,These girls are having a great time looking for seashells
contradiction,man playing saxophone street people sitting curb next street him,A man is playing the saxophone in the street and some people are sitting on the curb next to the street by him
contradiction,young boy close-cropped hair wearing red robe holding black kettle someone pour something it,A young boy with close-cropped hair wearing a red robe is holding a black kettle as someone is about to pour something in it
contradiction,four people baby crossing street crosswalk,Four people and a baby are crossing the street at a crosswalk
contradiction,two woman wearing dress standing outside grass one holding cup saucer,Two woman wearing dresses are standing outside on the grass while one of them is holding a cup and saucer
contradiction,woman lean small fence take picture yellow flower,A woman leans over a small fence to take a picture of a yellow flower
contradiction,group four child pose muddy beach smiling making face,A group of four children pose on a muddy beach smiling and making faces
contradiction,woman black outfit lie face first yoga mat; several painting hanged wall sun shine large window near her,A woman in a black outfit lies face first on a yoga mat; several paintings are hanged on the wall and the sun shines through a large window near her
contradiction,child yellow sport uniform climbing tower,Children in yellow sports uniforms climbing a tower
contradiction,dog running deserted beach,Some dogs are running on a deserted beach
contradiction,woman wearing bright orange blouse weaving,A woman wearing a bright orange blouse is weaving
contradiction,group people rowboat ocean surrounded seagull,A group of people are in a rowboat in the ocean surrounded by seagulls
contradiction,woman brown shirt kneeling street,A woman in a brown shirt is kneeling in the street
contradiction,men sitting side brick road,Men sitting on the side of a brick road
contradiction,black dog blue collar jumping water,A black dog with a blue collar is jumping into the water
contradiction,young girl yellow top flowered skirt standing blanket biting toy,A young girl in a yellow top and a flowered skirt is standing on a blanket and biting on a toy
contradiction,many child play water,many children play in the water
contradiction,group kid splashing deep water nearby rock formation,A group of kids is splashing in deep water nearby a rock formation
contradiction,man red headband climbing rock cliff looming greenery,a man with a red headband climbing a rock cliff looming over greenery
contradiction,two formally dressed bald older woman,Two formally dressed bald older women
contradiction,homeless man push overfilled plastic blue shopping cart,A homeless man pushes an overfilled plastic blue shopping cart
contradiction,blond woman speaks group young dark-haired female student carrying piece paper,A blond woman speaks with a group of young dark-haired female students carrying pieces of paper
contradiction,woman black shirt hand paper child surrounding her,The woman in the black shirt hands papers to the children surrounding her
contradiction,girl red jumping,Girl in red jumping up
contradiction,3 lady number shirt running,3 ladies with numbers on their shirts running
contradiction,young boy walk pipe stretch water,A young boy walks on a pipe that stretches over water
contradiction,young boy green short balance pipe river,A young boy in green shorts balances on a pipe above a river
contradiction,young man waring black carrying skateboard look outdoor skateboard park,A young man waring black and carrying a skateboard looks at an outdoor skateboard park
contradiction,young boy wearing pajama lying bed sleeping colorful striped pillow,Young boy wearing pajamas lying down in bed and sleeping on a colorful striped pillow
contradiction,man blue collared t-shirt posing someone holding hebrew newspaper,A man in a blue collared t-shirt posing at someone while holding a hebrew newspaper
contradiction,bearded man jump snow ocean background orange recumbent bike parked near road sign,A bearded man jumps in the snow with the ocean in the background and an orange recumbent bike parked near a road sign
contradiction,four child playing water,Four children are playing in some water
contradiction,man black t-shirt trying throw something,The man in the black t-shirt is trying to throw something
contradiction,one young boy yellow long-sleeved shirt jean sitting down five adult front him one operating video camera,One young boy in a yellow long-sleeved shirt and jeans sitting down with five adults in front of him one operating a video camera
-,woman standing behind girl helping girl experiment,A woman standing behind a girl helping the girl with an experiment
contradiction,lady helping another woman work silver compartment likely related nurse-work,A lady is helping another woman work in a silver compartment which is most likely related to nurse-work
contradiction,one man wearing blue jacket kicking another man wearing red jacket,One man wearing a blue jacket is kicking another man wearing a red jacket
contradiction,"many people gathered room several people stage instrument word ""the early november"" wall","Many people gathered in a room with several people on stage with instruments and the words ""The Early November"" on the wall"
contradiction,"many people gathered room several people stage instrument word ""the early november"" wall","Many people gathered in a room with several people on stage with instruments and the words ""The Early November"" on the wall"
contradiction,hockey player helmet,A hockey player in helmet
contradiction,man wearing blue bowing floor front another man blue bowing floor two men wearing blue kneeling floor also,Man wearing blue bowing on floor in front of another man in blue bowing on floor with two other men wearing blue kneeling on same floor also
contradiction,biker riding forest,Biker riding through the forest
contradiction,young man blue t-shirt sweatpants stand stove look camera another young man stand behind him,A young man in a blue T-shirt and sweatpants stands over a stove and looks at the camera while another young man stands behind him
contradiction,white duck expanding wing water,A white duck expanding its wings in the water
contradiction,woman wearing jean walking street,A woman wearing jeans is walking down the street
contradiction,group people stand near large black square ground yellow writing it,A group of people stand near and on a large black square on the ground with some yellow writing on it
contradiction,crowd watching group men suit briefcase walk formation street led woman holding sign,A crowd is watching a group of men in suits with briefcases walk in formation down the street led by a woman holding a sign
contradiction,little boy get ready kick soccer ball,The little boy gets ready to kick the soccer ball
contradiction,man woman sitting sidewalk,A man and woman sitting on the sidewalk
contradiction,female within foreground heading towards large white colored pillar apart large building people loitering waiting step said building,A female within the foreground is heading towards a large white colored pillar that is apart of a large building with people are loitering or waiting on the steps of said building
contradiction,woman black jacket black white striped skirt watching woman talking little boy sitting concrete step,A woman in a black jacket and a black and white striped skirt is watching a woman talking to a little boy sitting on concrete steps
contradiction,man woman eating hotdog,Man and woman eating a hotdog
contradiction,aisle best buy employee standing computer geek squad sign background,An aisle at Best Buy with an employee standing at the computer and a Geek Squad sign in the background
contradiction,carpenter working roof house built,A carpenter is working on a roof at a house being built
contradiction,group seven individual wearing rafting gear white water raft river,A group of seven individuals wearing rafting gear white water raft down a river
contradiction,two little boy wearing athletic jersey washing hand public restroom,Two little boys wearing athletic jerseys are washing their hands in a public restroom
contradiction,two small boy blue soccer uniform use wooden set step wash hand adult-sized bathroom,Two small boys in blue soccer uniforms use a wooden set of steps to wash their hands in an adult-sized bathroom
contradiction,naked man ride bike,A naked man rides a bike
-,"two street people dog sitting ground one holding ""out luck"" sign","Two street people and a dog sitting on the ground and one is holding an ""out of luck"" sign"
contradiction,two homeless men dressed gray sit wall sleeping dog purple leash,Two homeless men dressed in gray sit against a wall with a sleeping dog on a purple leash
contradiction,woman gymnastics using balance beam,A woman doing gymnastics she is using the balance beam
contradiction,six rescuer cooperate place injured man transport device snowy mountainous terrain,Six rescuers cooperate to place an injured man on a transport device in snowy mountainous terrain
contradiction,three woman sitting green bench looking coast,Three women are sitting on a green bench looking out at the coast
contradiction,man black tank top wearing red plaid hat,A man in a black tank top wearing a red plaid hat
contradiction,blond woman black shirt standing behind counter,A blond woman in a black shirt is standing behind a counter
contradiction,boy playing lego,The boys are playing with Legos
contradiction,man child purchasing ice cream man hand pushed ice cream cart,A man and a child are purchasing ice cream from a man with a hand pushed ice cream cart
contradiction,three men carrying red bag boat another person boat background,Three men are carrying a red bag into a boat with another person and boat in the background
contradiction,man holding torch fire,Man holding torch of fire
contradiction,villager pulling fish boat,Villagers pulling in the fish boat
contradiction,crowd people shopping street market urban area building statue background,A crowd of people shopping at a street market in an urban area with buildings and a statue in background
contradiction,child sticking head 0095 taxi cab screaming,A child is sticking her head out of the 0095 taxi cab and screaming
contradiction,five child playing soccer chase ball,Five children playing soccer chase after a ball
contradiction,five child playing soccer chase ball,Five children playing soccer chase after a ball
contradiction,woman red blouse standing small blond child front small folding chalkboard,A woman in red blouse is standing with small blond child in front of a small folding chalkboard
contradiction,busy street numerous people interacting going life,A busy street with numerous people interacting and going about their lives
contradiction,female softball player wearing blue red crouch infield waiting next play,A female softball player wearing blue and red crouches in the infield waiting for the next play
contradiction,two people crossing kite surfing,Two people crossing by each other while kite surfing
contradiction,variety people sitting around tale craft project,A variety of people are sitting around a tale doing craft projects
contradiction,woman black review message walk work,A woman in black reviews a message as she walks to work
contradiction,pro-baseball pitcher sends curve ball opponent many fan relax enjoy game,A pro-baseball pitcher sends a curve ball to his opponent while many fans relax and enjoy the game
contradiction,family walking soldier,A family walking with a soldier
-,violin soloist take stage orchestra opening show theater,Violin soloists take the stage during the orchestras opening show at the theater
contradiction,violin soloist take stage orchestra opening show theater,Violin soloists take the stage during the orchestras opening show at the theater
contradiction,mother daughter walk along side bridge,A mother and daughter walk along the side of a bridge
contradiction,boy midair bicycle,Boy in midair on bicycle
contradiction,three dog running field,Three dogs running through a field
contradiction,three worker life vest hard hat boat hanging cable water,Three workers with life vests and hard hats on a boat hanging from cables over water
contradiction,man wearing short-sleeved blue shirt carrying blue backpack using snow walking stick trek snow woman wearing long-sleeved blue shirt black pant also using snow walking stick,A man wearing a short-sleeved blue shirt and carrying a blue backpack while using snow walking sticks treks through the snow with a woman wearing a long-sleeved blue shirt and black pants also using snow walking sticks
contradiction,man plaid shirt looking telescope lens,A man in a plaid shirt looking through a telescope lens
contradiction,female runner dressed blue athletic wear running competition spectator line street,A female runner dressed in blue athletic wear is running in a competition while spectators line the street
-,man painting picture outside behind crowd,A man is painting a picture outside behind a crowd
contradiction,young man blue hoodie flip half-wall covered graffiti,A young man in a blue hoodie doing a flip off of a half-wall that is covered in graffiti
contradiction,two dog run together near leaf,Two dogs run together near the leaves
contradiction,man shirt performing baton,A man with no shirt on is performing with a baton
contradiction,crowd wearing orange cheering team stadium,A crowd wearing orange cheering for their team in a stadium
contradiction,female gymnast warm competition,Female gymnasts warm up before a competition
contradiction,dark-haired man wearing watch oven mitt cook meat kitchen,Dark-haired man wearing a watch and oven mitt about to cook some meat in the kitchen
contradiction,worker peer atop building construction,A worker peers out from atop a building under construction
contradiction,young child joyfully pull colorful tissue paper decorated box looking present,A young child joyfully pulls colorful tissue paper from a decorated box looking for his present
contradiction,two boy reading superhero book,two boys reading superhero books
contradiction,man suit driving horse-drawn buggy stone street,A man in a suit driving a horse-drawn buggy down a stone street
contradiction,blond little boy orange sweatshirt red sleeve using scissors cut something,A blond little boy in an orange sweatshirt with red sleeves is using scissors to cut something
contradiction,person dressed white black winter clothing leap narrow water-filled ditch one frost-covered field another female dressed black coat pant awaits,A person dressed in white and black winter clothing leaps a narrow water-filled ditch from one frost-covered field to another where a female dressed in black coat and pants awaits
-,elderly woman blue apron balance basket head sidewalk talking woman dressed black,Elderly woman in blue apron balances a basket on her head on a sidewalk while talking to a woman dressed in black
contradiction,blond woman overlooking seattle space needle scene,Blond woman overlooking Seattle Space Needle scene
contradiction,old man looking sculpture,An old man looking over a sculpture
contradiction,soccer team clad blue match began counter field front defender clad red,The soccer team clad in blue for the match began to counter down the field in front of the defender clad in red
contradiction,two little kid without shirt sitting facing other,Two little kids without shirts are sitting down facing each other
contradiction,worker standing lift,Workers standing on a lift
contradiction,worker standing lift,Workers standing on a lift
contradiction,two people talking dock,Two people talking on a dock
contradiction,young boy using field microscope identify field specimen field trip,a young boy using a field microscope to identify a field specimen during a field trip
contradiction,man flung pole people canopy background,A man has flung himself over a pole with people and canopies in the background
contradiction,golfer getting ready putt green crowd people watching background,A golfer is getting ready to putt on the green with a crowd of people watching in the background
contradiction,child ninja outfit jumping kick,A child in a ninja outfit does a jumping kick
contradiction,three men sitting outside chair red seat,Three men are sitting outside on chairs with red seats
contradiction,person sitting front graffiti covered wall,A person is sitting in front of a graffiti covered wall
contradiction,man cooking high flame,A man cooking over high flames
contradiction,man cooking fire like 5 pot time!,A man cooking with fire in like 5 pots at the same time!
contradiction,four men stand circle facing playing brass instrument people watch them,Four men stand in a circle facing each other playing brass instruments which people watch them
contradiction,man shooting gun outdoors look like beautiful sunny day,A man is shooting a gun outdoors on what looks like a beautiful sunny day
contradiction,group football player standing behind coaching official,A group of footballs players is standing behind a coaching official
contradiction,man black ball cap black jacket pant sitting front building painted white blue word ing people written it,A man in a black ball cap black jacket and pants sitting in front of a building painted white and blue with the words ING and PEOPLE written on it
contradiction,elderly woman preparing food kitchen,An elderly woman is preparing food in the kitchen
contradiction,four woman competitively rollerskating around area,Four women competitively rollerskating around an area
contradiction,group cleaner sweeping animal feces street parade festival,A group of cleaners are sweeping up animal feces from the street during a parade or festival
contradiction,young girl pink shirt playing barbie,A young girl in a pink shirt playing with her barbie
-,man wearing snorkel goggles give thumb another person speed water,A man wearing a snorkel and goggles gives a thumbs up as he and another person speed through the water
contradiction,several woman wearing dress dance forest,Several women wearing dresses dance in the forest
contradiction,boy green shirt skateboard stone wall graffiti,A boy in a green shirt on a skateboard on a stone wall with graffiti
contradiction,back woman wearing white jacket blue jean walking towards flock bird,The back of a woman wearing a white jacket with blue jeans walking towards a flock of birds
contradiction,dog running pet toy chased another dog,Dog running with pet toy being chased by another dog
-,two child woman climb stair metal electric pole-like structure,Two children and a woman climb up the stairs on a metal electric pole-like structure
contradiction,woman wearing colorful bikini rest laying next blue water,A woman wearing a colorful bikini rests laying down next to the blue water
contradiction,brown dog carry object mouth snowy hillside,A brown dog carries an object in its mouth on a snowy hillside
contradiction,two men neon yellow shirt busily sawing log half,Two men in neon yellow shirts busily sawing a log in half
contradiction,two strong men work saw log,Two strong men work to saw a log
contradiction,two lady workout mother nature,Two ladies at workout in mother nature
contradiction,kid playing game called derby,A kid playing a game called The Derby
contradiction,man riding bike along dirt trail,A man is riding a bike along a dirt trail
contradiction,group people alley looking camera,A group of people in an alley looking at the camera
contradiction,group people look fresh lettuce local street market,A group of people look at fresh lettuce in at the local street market
contradiction,group consumer walking public market purchase vegetable background busy store behind them,A group of consumers walking through a public market to purchase vegetables with the background of the busy store just behind them
contradiction,asian wearing pastel print shirt sunhat pushing cart street,An Asian wearing a pastel print shirt and sunhat pushing his cart up the street
contradiction,man working earthen structure pickaxe,A man is working on a Earthen structure with a pickaxe
contradiction,two dog stand side side yard,Two dogs stand side by side in the yard
contradiction,two older woman baby pacifier mouth baby wear orange brown dress,Two older women with a baby that has a pacifier in its mouth the baby wears an orange and brown dress
contradiction,man black shirt brown pant jumping air performing karate kick towards man red shirt black hat,A man in a black shirt and brown pants is jumping in the air performing a karate kick towards a man in a red shirt and black hat
contradiction,three young girl winter clothing hat look disposable camera holding,Three young girls in winter clothing and hats look at disposable cameras they are holding
contradiction,man red helmet number arm leg riding red racing bike,A man with a red helmet and numbers on his arm and leg is riding a red racing bike
contradiction,man wearing dark knee boot green cape hat two big feather front sitting bench front building blue white patterned piece wheeled luggage right rest hand walking stick,A man wearing dark knee boots a green cape and a hat with two big feathers on the front is sitting by himself on a bench in front of a building with a blue and white patterned piece of wheeled luggage to his right while he rests both his hands on a walking stick
contradiction,white dog pulling large stick,The white dog is pulling a large stick
contradiction,tree worker hard hat cutting branch,A tree worker with a hard hat is cutting down a branch
contradiction,child play father boot,A child plays with her fathers boots
contradiction,young boy hoodie climb red slide sitting red green checkered background,A young boy in a hoodie climbs a red slide sitting on a red and green checkered background
contradiction,lioness close prey,A lioness closes in on its prey
contradiction,female gymnast black red coached bar skill,A female gymnast in black and red being coached on bar skills
contradiction,woman white hijab dig ground,A woman in a white hijab digs into the ground
contradiction,smiling girl slide purple slide foot first,A smiling girl slides down a purple slide feet first
contradiction,skateboarder black white hat top jump snowy day,A skateboarder with a black and white hat at the top of a jump on a snowy day
contradiction,man stand two face structure easter island,A man stands by two face structures on Easter Island
contradiction,man red shirt laying grass reaching another person,a man in a red shirt is laying on the grass reaching out to another person
contradiction,three woman smiling making cupcake,Three women are smiling and making cupcakes
contradiction,men hard hat work along wall,Men in hard hats work along a wall
contradiction,farmer working hard tractor overall machine almost fixed,The farmers are out working hard on there tractor they have on their overalls and the machine is almost fixed
contradiction,two men working farm equipment pulled two horse,Two men working on farm equipment that is being pulled by two horses
contradiction,three young boy enjoying day beach,Three young boys enjoying a day at the beach
contradiction,dog run,A dog runs
contradiction,brown black dog run grass outdoors front sidewalk,A brown and black dog runs on the grass outdoors in front of a sidewalk
contradiction,black mother orange dress two little boy husband outdoor market stand,A black mother in an orange dress with her two little boys and husband at an outdoor market stand
contradiction,group kid play colorful structure,A group of kids play on a colorful structure
contradiction,man walking carrying notebook,A man walking and carrying a notebook
contradiction,man overcoat putting glove subway station,A man in an overcoat putting on his gloves at a subway station
contradiction,one confused man standing staring distance front ticket collecting machine,One confused man is standing and staring off into the distance in front of some ticket collecting machines
contradiction,glaring light fluorescent bulb men dark clothing hat approach fare card machines; one older man blue scarf glance put glove,Under the glaring light of a fluorescent bulb men in dark clothing and hats approach fare card machines; one older man in a blue scarf glances up as he puts on his gloves
contradiction,two dog fighting pink red toy,two dogs fighting over a pink and red toy
contradiction,group friend sitting table drinking alcohol local pub,A group of friends are sitting at a table while drinking alcohol at their local pub
