label,final,fullnopunc
entailment,three boy white shirt walking behind older model ford car,Three boys in white shirts are walking behind an older model Ford car
entailment,three girl blow candle cake made peep,Three girls blow out the candles of a cake made of Peeps
entailment,three girl blow candle cake made peep,Three girls blow out the candles of a cake made of Peeps
entailment,woman working long hour,A woman working long hours
entailment,two teenage girl conversing next locker,Two teenage girls conversing next to lockers
entailment,two child wearing tan coat embracing one another,Two children both wearing tan coats are embracing one another
entailment,2 kid look related hanging 1 looking emotional hugging other,2 kids who look related are hanging out with 1 of them looking very emotional and hugging the other
entailment,large number people wearing white red walking street,A large number of people wearing only white and red are walking on a street
entailment,guy riding motorcycle near junk car,A guy riding a motorcycle near junk cars
entailment,woman india performing blue streamer beautiful blue costume,Women of India performing with blue streamers in beautiful blue costumes
entailment,professional swimmer spit water surfacing grabbing hand someone helping back land,A professional swimmer spits water out after surfacing while grabbing the hand of someone helping him back to land
entailment,man black wetsuit walking water,The man in the black wetsuit is walking out of the water
entailment,five girl two guy crossing overpass,Five girls and two guys are crossing a overpass
entailment,woman painting mural woman face,A woman is painting a mural of a womans face
entailment,couple eating outside table pointing something,A couple is eating outside at a table and he is pointing at something
entailment,two woman walk sidewalk along busy street downtown area,Two women walk down a sidewalk along a busy street in a downtown area
entailment,girl walk street,The girls walk down the street
entailment,man wearing red uniform helmet stand motorbike,A man wearing a red uniform and helmet stands on his motorbike
entailment,man wearing red uniform helmet stand motorbike,A man wearing a red uniform and helmet stands on his motorbike
entailment,man cloth put black substance man forehead,A man of the cloth puts a black substance on a mans forehead
entailment,person roll hill riding wagon another watch,A person rolls down a hill riding a wagon as another watches
entailment,boy holding onto wall old brick house raised foundation,a boy holding onto the wall of an old brick houses raised foundation
entailment,bruce springsteen one arm outstretched singing spotlight dark concert hall,Bruce Springsteen with one arm outstretched is singing in the spotlight in a dark concert hall
entailment,six dog swimming river,Six dogs swimming in a river
entailment,group people dancing together,a group of people dancing together
entailment,men wearing blue uniform sit bus,Men wearing blue uniforms sit on a bus
entailment,two men climbing wooden scaffold,Two men climbing on a wooden scaffold
entailment,young boy wearing red shirt jean stand middle field throw toy plane air,A young boy wearing a red shirt and jeans stands in the middle of a field and throws a toy plane in the air
entailment,six seven people standing pier table pair glass foreground,Six or seven people are standing on a pier with a table and a pair of glasses in the foreground
entailment,person red shirt black pant hunched over,A person in a red shirt and black pants hunched over
entailment,child library step,This child is on the library steps
entailment,boy red hooded top smiling whilst looking away reflection,a boy in a red hooded top is smiling whilst looking away from his reflection
entailment,man wearing gray ball cap walk next redheaded woman wearing long-sleeved blue jean shirt,A man wearing a gray ball cap walks next to a redheaded woman wearing a long-sleeved blue jean shirt
entailment,old man baseball hat old woman jean jacket standing outside covered mostly shadow,An old man in a baseball hat and an old woman in a jean jacket are standing outside but are covered mostly in shadow
entailment,newlywed couple laughing talking amongst themselves,A newlywed couple laughing and talking amongst themselves
entailment,newlywed couple laughing talking amongst themselves,A newlywed couple laughing and talking amongst themselves
entailment,black man long sleeve white collared shirt tie walking work big city,A black man in a long sleeves white collared shirt and a tie is walking to work in a big city
entailment,black man long sleeve white collared shirt tie walking work big city,A black man in a long sleeves white collared shirt and a tie is walking to work in a big city
entailment,group adult stand bathroom looking small child bath,A group of adults stands in the bathroom looking down a small child in the bath
entailment,goofy looking woman singing stage,A goofy looking woman is singing on stage
entailment,girl wearing brown jacket whilst walking snow,The girl wearing a brown jacket whilst walking in snow
entailment,man woman child get picture taken front mountain,A man woman and child get their picture taken in front of the mountains
entailment,people standing near water boat heading direction,people are standing near water with a boat heading their direction
entailment,four adult eat sitting tile floor,Four adults eat while sitting on a tile floor
entailment,dog standing near snow looking water,A dog standing near snow looking at water
entailment,older man lean pedestal outside ornate building,An older man leans against a pedestal outside of an ornate building
entailment,girl blue dress take shoe eats blue cotton candy,A girl in a blue dress takes off her shoes and eats blue cotton candy
entailment,black man white uniform make spectacular reverse slam dunk crowd amazement,A black man in a white uniform makes a spectacular reverse slam dunk to the crowds amazement
entailment,basketball player green shoe dunking ball net arena crowd look on,A basketball player with green shoes is dunking the ball in the net while the arena crowd looks on
entailment,woman wearing bike short skirt riding bike carrying shoulder bag,A woman wearing bike shorts and a skirt is riding a bike and carrying a shoulder bag
entailment,skateboarding youth trick rail,A skateboarding youth does a trick on a rail
entailment,guy wearing jean hat crouching handrail concrete embankment located front him,A guy wearing jeans and a hat is crouching on a handrail with a concrete embankment located in front of him
entailment,american footballer yellow catch ball whilst pressure payer white,The American footballer in yellow catches the ball whilst under pressure from the payer in white
entailment,american footballer yellow catch ball whilst pressure payer white,The American footballer in yellow catches the ball whilst under pressure from the payer in white
entailment,person blue hair baseball cap hood stand outdoors crowd,A person with blue hair a baseball cap and a hood on stands outdoors in a crowd
entailment,girl holding beverage point painting,A girl holding a beverage points at a painting
entailment,man black shirt commercial kitchen holding meat took bag,A man in a black shirt in a commercial kitchen holding up meat he took out of a bag
entailment,person red shirt mowing grass green riding mower,A person in a red shirt is mowing the grass with a green riding mower
entailment,woman face partially covered silver face paint sits plastic tote looking mirror,A woman with her face partially covered in silver face paint sits on a plastic tote looking in a mirror
entailment,man alaska sweatshirt stand behind counter,A man in an Alaska sweatshirt stands behind a counter
entailment,large group people walking busy city night,A large group of people walking in a busy city at night
entailment,woman red white wearing glass sits room people,A woman in red and white and wearing glasses sits in a room with other people
entailment,softball player throw ball teammate,A softball player throws the ball to her teammate
entailment,biker race,A biker races
entailment,two little boy smiling laughing one standing one bouncy seat,Two little boys are smiling and laughing while one is standing and one is in a bouncy seat
entailment,island native fisherman reeling net long day work,Island native fishermen reeling in their nets after a long days work
entailment,young adult seem working together protect plant surrounding white pole,These are young adults who seem to be working together to protect the plants surrounding the white pole
entailment,two college football player battle outdoors field game day one quarterback trying throw ball player action sack quarterback,Two college football players battle it out outdoors on the field during game day where one is the quarterback trying to throw the ball and the other player is in action about to sack the quarterback
entailment,two people playing american football one trying stop throwing ball,Two people are playing American Football and one of them is trying to stop the other from throwing the ball
entailment,man playing billiards bar,A man playing billiards at a bar
entailment,golden dog pass blue ball another golden dog beach,A golden dog passes a blue ball to another golden dog on the beach
entailment,people escalator waiting get destination looking outside glass make wall,People are on an escalator waiting to get to their destination while looking outside of the glass that makes up the wall
entailment,woman weaving comb hand,A woman is weaving with a comb in her hand
entailment,boy riding road two cow,A boy is riding down the road between two cows
entailment,five singer stage three woman two men,There are five singers on a stage three women and two men
entailment,two men standing boat,Two men are standing in a boat
entailment,young woman putting clothes dryer portion double stacked washer dryer unit,Young woman is putting her clothes in the dryer portion of a double stacked washer and dryer unit
entailment,man apron smile poke frying donut little metal stick,A man in an apron smiles as he pokes a frying donut with a little metal stick
entailment,woman tennis clothes running hit ball tennis racket,A woman in tennis clothes running to hit a ball with her tennis racket
entailment,several woman playing volleyball,Several women are playing volleyball
entailment,two woman volleyball team competing salmon-colored turquoise court referee black watch,Two womens volleyball teams are competing against each other on a salmon-colored and turquoise court while a referee in black watches
entailment,little boy blue bike helmet woman green bike helmet riding bike street various bike rider,A little boy with a blue bike helmet and a woman in a green bike helmet are riding bikes down a street with other various bike riders
entailment,people riding bicycle street wearing helmet,People are riding bicycles in the street and they are all wearing helmets
entailment,middle eastern marketplace,A middle eastern marketplace
entailment,woman black shirt looking bicycle,a woman in a black shirt looking at a bicycle
entailment,four men playing drum orange lighting one also drinking something bottle,Four men playing drums in very orange lighting while one of them is also drinking something out of a bottle
entailment,young boy green blue jersey kick around soccer ball soccer game take place background,Young boys in green and blue jerseys kick around a soccer ball while other soccer games take place in the background
entailment,man one piece tunic riding bike front sandstone wall touching nose,A man in a one piece tunic is riding a bike in front of a sandstone wall while touching his nose
entailment,guy girl look mountain range,A guy and a girl look down a mountain range
entailment,man sitting green chair talking phone working laptop construction site next building,A man is sitting in the green chair talking on the phone and working on the laptop and there is construction site next to his building
entailment,boy hit tennis ball court,A boy hits a tennis ball on a court
entailment,young man heavy brown winter coat stand front blue railing arm spread,A young man in a heavy brown winter coat stands in front of a blue railing with his arms spread
entailment,black man wearing jacket arm spread holding pink comb,A black man wearing a down jacket with his arms spread and holding a pink comb
entailment,man brown jacket stand arm spread,A man in a brown jacket stands with his arms spread
entailment,man wearing red vest walking past black green fence,A man wearing a red vest is walking past a black and green fence
entailment,girl great time looking seashell,These girls are having a great time looking for seashells
entailment,man playing saxophone street people sitting curb next street him,A man is playing the saxophone in the street and some people are sitting on the curb next to the street by him
entailment,standing man talk seated woman sort vehicle,A standing man talks to a seated woman while on some sort of vehicle
entailment,young boy close-cropped hair wearing red robe holding black kettle someone pour something it,A young boy with close-cropped hair wearing a red robe is holding a black kettle as someone is about to pour something in it
entailment,four people baby crossing street crosswalk,Four people and a baby are crossing the street at a crosswalk
entailment,two woman wearing dress standing outside grass one holding cup saucer,Two woman wearing dresses are standing outside on the grass while one of them is holding a cup and saucer
entailment,woman lean small fence take picture yellow flower,A woman leans over a small fence to take a picture of a yellow flower
entailment,group four child pose muddy beach smiling making face,A group of four children pose on a muddy beach smiling and making faces
entailment,several men bar watch sport game television,Several men at a bar watch a sports game on the television
entailment,two roadside worker lime green safety jacket white hard hat glove construction cone background,Two roadside workers with lime green safety jackets white hard hats and gloves on with construction cones in the background
entailment,woman black outfit lie face first yoga mat; several painting hanged wall sun shine large window near her,A woman in a black outfit lies face first on a yoga mat; several paintings are hanged on the wall and the sun shines through a large window near her
entailment,child yellow sport uniform climbing tower,Children in yellow sports uniforms climbing a tower
entailment,dog running deserted beach,Some dogs are running on a deserted beach
entailment,crowded city street lot pedestrian,A crowded city street with lots of pedestrians
entailment,woman wearing bright orange blouse weaving,A woman wearing a bright orange blouse is weaving
entailment,woman brown shirt kneeling street,A woman in a brown shirt is kneeling in the street
entailment,man holding baby petting pony,A man holding a baby who is petting a pony
entailment,men sitting side brick road,Men sitting on the side of a brick road
entailment,black dog blue collar jumping water,A black dog with a blue collar is jumping into the water
entailment,young girl yellow top flowered skirt standing blanket biting toy,A young girl in a yellow top and a flowered skirt is standing on a blanket and biting on a toy
entailment,group kid splashing deep water nearby rock formation,A group of kids is splashing in deep water nearby a rock formation
entailment,climber wearing red headband pulling gray rock high green foliage,a climber wearing a red headband is pulling himself up some gray rocks high above some green foliage
entailment,man red headband climbing rock cliff looming greenery,a man with a red headband climbing a rock cliff looming over greenery
entailment,two formally dressed bald older woman,Two formally dressed bald older women
entailment,homeless man push overfilled plastic blue shopping cart,A homeless man pushes an overfilled plastic blue shopping cart
entailment,old shoemaker factory,an old shoemaker in his factory
entailment,blond woman speaks group young dark-haired female student carrying piece paper,A blond woman speaks with a group of young dark-haired female students carrying pieces of paper
entailment,blond woman speaks group young dark-haired female student carrying piece paper,A blond woman speaks with a group of young dark-haired female students carrying pieces of paper
entailment,woman black shirt hand paper child surrounding her,The woman in the black shirt hands papers to the children surrounding her
entailment,girl red jumping,Girl in red jumping up
entailment,3 lady number shirt running,3 ladies with numbers on their shirts running
entailment,young boy walk pipe stretch water,A young boy walks on a pipe that stretches over water
entailment,young boy green short balance pipe river,A young boy in green shorts balances on a pipe above a river
entailment,young boy wearing pajama lying bed sleeping colorful striped pillow,Young boy wearing pajamas lying down in bed and sleeping on a colorful striped pillow
entailment,bearded man jump snow ocean background orange recumbent bike parked near road sign,A bearded man jumps in the snow with the ocean in the background and an orange recumbent bike parked near a road sign
entailment,four child playing water,Four children are playing in some water
entailment,four young girl playing water,Four young girls playing in the water
entailment,man black t-shirt trying throw something,The man in the black t-shirt is trying to throw something
entailment,one young boy yellow long-sleeved shirt jean sitting down five adult front him one operating video camera,One young boy in a yellow long-sleeved shirt and jeans sitting down with five adults in front of him one operating a video camera
entailment,boy back incoming wave,Boys with their backs against an incoming wave
entailment,four boy hit approaching wave,Four boys are about to be hit by an approaching wave
entailment,woman standing behind girl helping girl experiment,A woman standing behind a girl helping the girl with an experiment
entailment,lady helping another woman work silver compartment likely related nurse-work,A lady is helping another woman work in a silver compartment which is most likely related to nurse-work
entailment,one man wearing blue jacket kicking another man wearing red jacket,One man wearing a blue jacket is kicking another man wearing a red jacket
entailment,man wearing blue bowing floor front another man blue bowing floor two men wearing blue kneeling floor also,Man wearing blue bowing on floor in front of another man in blue bowing on floor with two other men wearing blue kneeling on same floor also
entailment,young man blue t-shirt sweatpants stand stove look camera another young man stand behind him,A young man in a blue T-shirt and sweatpants stands over a stove and looks at the camera while another young man stands behind him
entailment,couple enjoying meal bunch dog take nap,couples enjoying a meal while a bunch of dogs take a nap
entailment,white duck expanding wing water,A white duck expanding its wings in the water
entailment,woman wearing jean walking street,A woman wearing jeans is walking down the street
entailment,crowd watching group men suit briefcase walk formation street led woman holding sign,A crowd is watching a group of men in suits with briefcases walk in formation down the street led by a woman holding a sign
entailment,little boy get ready kick soccer ball,The little boy gets ready to kick the soccer ball
entailment,man woman sitting sidewalk,A man and woman sitting on the sidewalk
entailment,female within foreground heading towards large white colored pillar apart large building people loitering waiting step said building,A female within the foreground is heading towards a large white colored pillar that is apart of a large building with people are loitering or waiting on the steps of said building
entailment,woman black jacket black white striped skirt watching woman talking little boy sitting concrete step,A woman in a black jacket and a black and white striped skirt is watching a woman talking to a little boy sitting on concrete steps
entailment,aisle best buy employee standing computer geek squad sign background,An aisle at Best Buy with an employee standing at the computer and a Geek Squad sign in the background
entailment,carpenter working roof house built,A carpenter is working on a roof at a house being built
entailment,group seven individual wearing rafting gear white water raft river,A group of seven individuals wearing rafting gear white water raft down a river
entailment,two little boy wearing athletic jersey washing hand public restroom,Two little boys wearing athletic jerseys are washing their hands in a public restroom
entailment,naked man ride bike,A naked man rides a bike
entailment,two men wearing dirty clothing sitting sidewalk dog begging money using cardboard sign,Two men wearing dirty clothing are sitting on a sidewalk with their dog and begging for money using a cardboard sign
entailment,"two street people dog sitting ground one holding ""out luck"" sign","Two street people and a dog sitting on the ground and one is holding an ""out of luck"" sign"
entailment,two homeless men dressed gray sit wall sleeping dog purple leash,Two homeless men dressed in gray sit against a wall with a sleeping dog on a purple leash
entailment,woman gymnastics using balance beam,A woman doing gymnastics she is using the balance beam
entailment,six rescuer cooperate place injured man transport device snowy mountainous terrain,Six rescuers cooperate to place an injured man on a transport device in snowy mountainous terrain
entailment,three woman sitting green bench looking coast,Three women are sitting on a green bench looking out at the coast
entailment,man black tank top wearing red plaid hat,A man in a black tank top wearing a red plaid hat
entailment,blond woman black shirt standing behind counter,A blond woman in a black shirt is standing behind a counter
entailment,boy playing lego,The boys are playing with Legos
entailment,man child purchasing ice cream man hand pushed ice cream cart,A man and a child are purchasing ice cream from a man with a hand pushed ice cream cart
entailment,three men carrying red bag boat another person boat background,Three men are carrying a red bag into a boat with another person and boat in the background
entailment,man holding torch fire,Man holding torch of fire
entailment,villager pulling fish boat,Villagers pulling in the fish boat
entailment,crowd people shopping street market urban area building statue background,A crowd of people shopping at a street market in an urban area with buildings and a statue in background
entailment,child sticking head 0095 taxi cab screaming,A child is sticking her head out of the 0095 taxi cab and screaming
entailment,five child playing soccer chase ball,Five children playing soccer chase after a ball
entailment,woman red blouse standing small blond child front small folding chalkboard,A woman in red blouse is standing with small blond child in front of a small folding chalkboard
entailment,boy swim shirtless black red bathing suit seagull sits sand,A boy swims shirtless with a black and red bathing suit while a seagull sits on the sand
entailment,female softball player wearing blue red crouch infield waiting next play,A female softball player wearing blue and red crouches in the infield waiting for the next play
entailment,two people crossing kite surfing,Two people crossing by each other while kite surfing
entailment,woman black review message walk work,A woman in black reviews a message as she walks to work
entailment,pro-baseball pitcher sends curve ball opponent many fan relax enjoy game,A pro-baseball pitcher sends a curve ball to his opponent while many fans relax and enjoy the game
entailment,family walking soldier,A family walking with a soldier
entailment,violin soloist take stage orchestra opening show theater,Violin soloists take the stage during the orchestras opening show at the theater
entailment,mother daughter walk along side bridge,A mother and daughter walk along the side of a bridge
entailment,boy midair bicycle,Boy in midair on bicycle
entailment,three dog running field,Three dogs running through a field
entailment,three worker life vest hard hat boat hanging cable water,Three workers with life vests and hard hats on a boat hanging from cables over water
entailment,man wearing short-sleeved blue shirt carrying blue backpack using snow walking stick trek snow woman wearing long-sleeved blue shirt black pant also using snow walking stick,A man wearing a short-sleeved blue shirt and carrying a blue backpack while using snow walking sticks treks through the snow with a woman wearing a long-sleeved blue shirt and black pants also using snow walking sticks
entailment,man plaid shirt looking telescope lens,A man in a plaid shirt looking through a telescope lens
entailment,female runner dressed blue athletic wear running competition spectator line street,A female runner dressed in blue athletic wear is running in a competition while spectators line the street
entailment,man painting picture outside behind crowd,A man is painting a picture outside behind a crowd
entailment,young man blue hoodie flip half-wall covered graffiti,A young man in a blue hoodie doing a flip off of a half-wall that is covered in graffiti
entailment,two dog run together near leaf,Two dogs run together near the leaves
entailment,man shirt performing baton,A man with no shirt on is performing with a baton
entailment,crowd wearing orange cheering team stadium,A crowd wearing orange cheering for their team in a stadium
entailment,female gymnast warm competition,Female gymnasts warm up before a competition
entailment,worker peer atop building construction,A worker peers out from atop a building under construction
entailment,young boy red leaping sand playground,A young boy in red leaping into sand at a playground
entailment,two boy reading superhero book,two boys reading superhero books
entailment,man suit driving horse-drawn buggy stone street,A man in a suit driving a horse-drawn buggy down a stone street
entailment,blond little boy orange sweatshirt red sleeve using scissors cut something,A blond little boy in an orange sweatshirt with red sleeves is using scissors to cut something
entailment,elderly woman blue apron balance basket head sidewalk talking woman dressed black,Elderly woman in blue apron balances a basket on her head on a sidewalk while talking to a woman dressed in black
entailment,blond woman overlooking seattle space needle scene,Blond woman overlooking Seattle Space Needle scene
entailment,soccer team clad blue match began counter field front defender clad red,The soccer team clad in blue for the match began to counter down the field in front of the defender clad in red
entailment,worker standing lift,Workers standing on a lift
entailment,two people talking dock,Two people talking on a dock
entailment,young boy using field microscope identify field specimen field trip,a young boy using a field microscope to identify a field specimen during a field trip
entailment,man flung pole people canopy background,A man has flung himself over a pole with people and canopies in the background
entailment,golfer getting ready putt green crowd people watching background,A golfer is getting ready to putt on the green with a crowd of people watching in the background
entailment,golfer getting ready putt green crowd people watching background,A golfer is getting ready to putt on the green with a crowd of people watching in the background
entailment,child ninja outfit jumping kick,A child in a ninja outfit does a jumping kick
entailment,three men sitting outside chair red seat,Three men are sitting outside on chairs with red seats
entailment,person sitting front graffiti covered wall,A person is sitting in front of a graffiti covered wall
entailment,man cooking fire like 5 pot time!,A man cooking with fire in like 5 pots at the same time!
entailment,man long white beard examining camera another man black shirt background,A man with a long white beard is examining a camera and another man with a black shirt is in the background
entailment,group football player standing behind coaching official,A group of footballs players is standing behind a coaching official
entailment,man black ball cap black jacket pant sitting front building painted white blue word ing people written it,A man in a black ball cap black jacket and pants sitting in front of a building painted white and blue with the words ING and PEOPLE written on it
entailment,people seated long table facing direction writing watching,People seated at long tables all facing the same direction some writing and some watching
entailment,elderly woman preparing food kitchen,An elderly woman is preparing food in the kitchen
entailment,four woman competitively rollerskating around area,Four women competitively rollerskating around an area
entailment,group cleaner sweeping animal feces street parade festival,A group of cleaners are sweeping up animal feces from the street during a parade or festival
entailment,young girl pink shirt playing barbie,A young girl in a pink shirt playing with her barbie
entailment,car loaded item top,A car is loaded with items on the top
entailment,several woman wearing dress dance forest,Several women wearing dresses dance in the forest
entailment,boy green shirt skateboard stone wall graffiti,A boy in a green shirt on a skateboard on a stone wall with graffiti
entailment,back woman wearing white jacket blue jean walking towards flock bird,The back of a woman wearing a white jacket with blue jeans walking towards a flock of birds
entailment,back woman wearing white jacket blue jean walking towards flock bird,The back of a woman wearing a white jacket with blue jeans walking towards a flock of birds
entailment,dog running pet toy chased another dog,Dog running with pet toy being chased by another dog
entailment,two child woman climb stair metal electric pole-like structure,Two children and a woman climb up the stairs on a metal electric pole-like structure
entailment,woman wearing colorful bikini rest laying next blue water,A woman wearing a colorful bikini rests laying down next to the blue water
entailment,brown dog jump obstacle,A brown dog jumps over an obstacle
entailment,brown dog carry object mouth snowy hillside,A brown dog carries an object in its mouth on a snowy hillside
entailment,group people watch breakdancer red jacket one-handed trick,A group of people watch a breakdancer in a red jacket do a one-handed trick
entailment,group people watch breakdancer red jacket one-handed trick,A group of people watch a breakdancer in a red jacket do a one-handed trick
entailment,two men neon yellow shirt busily sawing log half,Two men in neon yellow shirts busily sawing a log in half
entailment,two strong men work saw log,Two strong men work to saw a log
entailment,black man wearing red belt white man wearing blue belt pictured act practicing martial art inside building woman looking background,A black man wearing a red belt and a white man wearing a blue belt are pictured in the act of practicing martial arts inside a building with a woman looking on in the background
entailment,two lady workout mother nature,Two ladies at workout in mother nature
entailment,kid playing game called derby,A kid playing a game called The Derby
entailment,man riding bike along dirt trail,A man is riding a bike along a dirt trail
entailment,group people look fresh lettuce local street market,A group of people look at fresh lettuce in at the local street market
entailment,group consumer walking public market purchase vegetable background busy store behind them,A group of consumers walking through a public market to purchase vegetables with the background of the busy store just behind them
entailment,asian wearing pastel print shirt sunhat pushing cart street,An Asian wearing a pastel print shirt and sunhat pushing his cart up the street
entailment,man working earthen structure pickaxe,A man is working on a Earthen structure with a pickaxe
entailment,two dog stand side side yard,Two dogs stand side by side in the yard
entailment,two older woman baby pacifier mouth baby wear orange brown dress,Two older women with a baby that has a pacifier in its mouth the baby wears an orange and brown dress
entailment,man black shirt brown pant jumping air performing karate kick towards man red shirt black hat,A man in a black shirt and brown pants is jumping in the air performing a karate kick towards a man in a red shirt and black hat
entailment,wet child stand chest deep ocean water,A wet child stands in chest deep ocean water
entailment,man red helmet number arm leg riding red racing bike,A man with a red helmet and numbers on his arm and leg is riding a red racing bike
entailment,man wearing dark knee boot green cape hat two big feather front sitting bench front building blue white patterned piece wheeled luggage right rest hand walking stick,A man wearing dark knee boots a green cape and a hat with two big feathers on the front is sitting by himself on a bench in front of a building with a blue and white patterned piece of wheeled luggage to his right while he rests both his hands on a walking stick
entailment,white dog pulling large stick,The white dog is pulling a large stick
entailment,tree worker hard hat cutting branch,A tree worker with a hard hat is cutting down a branch
entailment,child play father boot,A child plays with her fathers boots
entailment,young boy hoodie climb red slide sitting red green checkered background,A young boy in a hoodie climbs a red slide sitting on a red and green checkered background
entailment,lioness close prey,A lioness closes in on its prey
entailment,woman white hijab dig ground,A woman in a white hijab digs into the ground
entailment,smiling girl slide purple slide foot first,A smiling girl slides down a purple slide feet first
entailment,skateboarder black white hat top jump snowy day,A skateboarder with a black and white hat at the top of a jump on a snowy day
entailment,man stand two face structure easter island,A man stands by two face structures on Easter Island
entailment,three woman smiling making cupcake,Three women are smiling and making cupcakes
entailment,men hard hat work along wall,Men in hard hats work along a wall
entailment,farmer working hard tractor overall machine almost fixed,The farmers are out working hard on there tractor they have on their overalls and the machine is almost fixed
entailment,farmer working hard tractor overall machine almost fixed,The farmers are out working hard on there tractor they have on their overalls and the machine is almost fixed
entailment,two men working farm equipment pulled two horse,Two men working on farm equipment that is being pulled by two horses
entailment,three young boy enjoying day beach,Three young boys enjoying a day at the beach
entailment,three young boy enjoying day beach,Three young boys enjoying a day at the beach
entailment,dog run,A dog runs
entailment,brown black dog run grass outdoors front sidewalk,A brown and black dog runs on the grass outdoors in front of a sidewalk
entailment,black mother orange dress two little boy husband outdoor market stand,A black mother in an orange dress with her two little boys and husband at an outdoor market stand
entailment,man walking carrying notebook,A man walking and carrying a notebook
entailment,man overcoat putting glove subway station,A man in an overcoat putting on his gloves at a subway station
entailment,one confused man standing staring distance front ticket collecting machine,One confused man is standing and staring off into the distance in front of some ticket collecting machines
entailment,glaring light fluorescent bulb men dark clothing hat approach fare card machines; one older man blue scarf glance put glove,Under the glaring light of a fluorescent bulb men in dark clothing and hats approach fare card machines; one older man in a blue scarf glances up as he puts on his gloves
entailment,two dog fighting pink red toy,two dogs fighting over a pink and red toy
entailment,group friend sitting table drinking alcohol local pub,A group of friends are sitting at a table while drinking alcohol at their local pub
entailment,group friend sitting table drinking alcohol local pub,A group of friends are sitting at a table while drinking alcohol at their local pub
entailment,person wearing red shirt falling white surfboard,A person wearing a red shirt is falling off a white surfboard
entailment,man walking past large sign say ese electronics,A man is walking past a large sign that says ESE Electronics
entailment,african american man posing front ese electronics advertisement billboard purchasing item local liquor store,An African American man is posing in front of an ESE Electronics advertisement billboard after purchasing items from the local liquor store
entailment,crowd people packed subway car,A crowd of people are packed into a subway car
entailment,girl wearing scarf brushing horse,A girl wearing a scarf is brushing a horse
entailment,closeup view guitarist red shirt standing outside group child playing around him,A closeup view of a guitarist in a red shirt standing outside with a group of children playing around him
entailment,crowd walk square night smoke fog drifting them,A crowd walks about a square at night with smoke or fog drifting over them
entailment,asian woman enjoys nice treat,An Asian woman enjoys a nice treat
entailment,schoolgirl jumping low hurdle,A schoolgirl is jumping over a low hurdle
entailment,woman seen applying red nail polish toe rest leather seat,A woman is seen from above applying red nail polish to her toes as they rest on a leather seat
entailment,kid playing rock steamboat background,Kids playing on the rocks with a steamboat in the background
