label,final,fullnopunc
neutral,woman standing near three store two beautiful artwork store largo written it,A woman is standing near three stores two have beautiful artwork and the other store has Largo written on it
neutral,person four wheeler kicking lot dirt dune,A person is on a four wheeler kicking up a lot of dirt in a dune
neutral,man woman standing red umbrella,Man and women standing under a red umbrella
neutral,man holding sort vegetable wife red sweater stare side daughter red sweater look camera,A man holding some sort of vegetables while his wife in a red sweater stares to the side and his daughter in a red sweater looks at the camera
neutral,someone white black polka dot outfit handing small carton orange juice behind caution tape street,Someone in a white and black polka dot outfit handing out small cartons of orange juice behind caution tape on a street
neutral,light colored dog leap hurdle,A light colored dog leaps over a hurdle
neutral,man beard skateboarding stunt,Man with beard doing skateboarding stunt
neutral,woman chatting drink coffee,A woman is chatting as she drinks her coffee
neutral,san fransisco 49ers football field cheerleader packed stadium,San Fransisco 49ers football field with cheerleaders and a packed stadium
neutral,man army uniform meeting someone foreign,A man in an army uniform meeting someone foreign
neutral,young man hold hammer shaped object air one hand similar shaped object making funny expression,A young man holds a hammer shaped object in the air with one hand and a similar shaped object in the other while making a funny expression
neutral,bearded man backpack back holding tripod front rocky creek bridge,A bearded man with a backpack on his back holding a tripod in front of a rocky creek and bridge
neutral,young man wearing dark sunglass smiling,a young man wearing dark sunglasses smiling
neutral,indian men selling food item sidewalk,Indian men selling food items on the sidewalk
neutral,people sitting chair along tree-lined sidewalk,People sitting in chairs along a tree-lined sidewalk
neutral,man walk cow dirt sidewalk,A man walks with a cow down a dirt sidewalk
neutral,soldier holding gun peeking around building,Soldiers are holding guns and peeking around a building
neutral,three men soldier dress helmet stand gun outside building,Three men in Soldier dress and helmets stand with guns outside of a building
neutral,three army soldier holding gun peering around corner building,Three army soldiers are holding guns and peering around a corner of a building
neutral,three army soldier holding gun peering around corner building,Three army soldiers are holding guns and peering around a corner of a building
neutral,man watching woman reading piece paper,A man is watching as a woman is reading a piece of paper
neutral,woman raise arm look water setting sun,A woman raises her arms as she looks out over the water at the setting sun
neutral,woman raise arm look water setting sun,A woman raises her arms as she looks out over the water at the setting sun
neutral,man take drink doorway home,A man takes a drink in the doorway of a home
neutral,man white gray shirt look shirtless man mustache clean fish pale green table,A man in a white and gray shirt looks on as a shirtless man with a mustache cleans fish on a pale green table
neutral,two woman one wearing blue striped shirt wearing flowered shirt riding horse,Two woman one wearing a blue striped shirt and the other wearing a flowered shirt are riding horses
neutral,people standing together front statue animal wearing cool-weather clothing,People are all standing together in front of a statue of an animal and they are all wearing cool-weather clothing
neutral,someone long pole appears spike end pointing red balloon side wall him,Someone with a long pole that appears to have a spike on the end is pointing it at a red balloon on the other side of the wall from him
neutral,man dance woman white egyptian costume,A man dances with a woman in a white egyptian costume
neutral,pitcher pitching ball game baseball,The pitcher is pitching the ball in a game of baseball
neutral,tan dog chase black white soccer ball,A tan dog chases a black and white soccer ball
neutral,men boy playing frisbee grassy area,Some men and boys are playing with a Frisbee in a grassy area
neutral,men wearing life vest speed across body water orange boat,Men wearing life vests speed across a body of water in an orange boat
neutral,"musician playing guitar harmonica singing song ""whatever takes"" written guitar","A musician playing a guitar and harmonica singing a song with ""Whatever it Takes"" written on his guitar"
neutral,white dog running water beach,A white dog is running through the water at a beach
neutral,pale colored dog run body water,A pale colored dog runs through a body of water
neutral,girl crosscountry ski,A girl crosscountry skis
