label,final,fullnopunc
entailment,crowd people stadium decked white yellow green cheer clap team below,A crowd of people in a stadium decked out in white yellow and green cheer and clap for the team below
entailment,family young child sits outside,A family with young children sits down outside
entailment,barefoot child climb jungle gym,A barefoot child climbs at the jungle gym
entailment,father son field yellow flower,A father and son are in a field of yellow flowers
entailment,man boy behind wheel car,A man and a boy behind the wheel of a car
entailment,nurse listening another woman heartbeat stethoscope,A nurse is listening to another womens heartbeat with a stethoscope
entailment,white dog run across snow,The white dog runs across the snow
entailment,man casual dark shirt pant hat dance curly-haired blond woman short red dress red high heel,Man in casual dark shirt and pants and hat dances with curly-haired blond woman in short red dress and red high heels
entailment,using soccer ball support young boy blue sits atop park bench,Using a soccer ball for support a young boy in blue sits atop a park bench
entailment,woman enjoying game table tennis,Women enjoying a game of table tennis
entailment,elderly woman wearing skirt picking vegetable local market,An elderly woman wearing a skirt is picking out vegetables at a local market
entailment,people standing bicycle,People standing with their bicycles
entailment,number eight rollerskater taking lead pulling away black red dressed opponent,The number eight rollerskater is taking the lead and pulling away from her black and red dressed opponents
entailment,worker removing ice walkway,Workers are removing ice from a walkway
entailment,man jean brown shirt jump high air living room fireplace wooden floor,A man in jeans and a brown shirt jumps high in the air in a living room that has a fireplace and wooden floor
entailment,asian woman selling fruit basket outdoor market,asian women selling fruits from baskets at an outdoor market
entailment,woman wait umbrella customer fresh food market,Women wait under their umbrellas for customers at a fresh food market
entailment,construction worker looking job site,Construction worker looking over the job site
entailment,basketball player white red go shot two defensive men red jump block shot,A basketball player in white in red goes up for the shot as two defensive men in red jump up to block the shot
entailment,mountainous photo complete blue sky,A mountainous photo is complete with a blue sky
entailment,man woman formal attire standing high grass meadow posing photographer two finger one hand behind head,A man and woman in formal attire are standing in a high grass meadow posing for the photographer and she has two of her fingers up on one hand behind his head
entailment,female military uniform hair tied back,Female in a military uniform with her hair tied back
entailment,female military uniform hair tied back,Female in a military uniform with her hair tied back
entailment,woman holding child man reading something piece paper taking something bowl younger girl holding park small lake background,A woman is holding her child while a man is reading something from a piece of paper and taking something from a bowl that a younger girl is holding in a park with a small lake in the background
entailment,young boy red shirt jean resists sister request water road,The young boy in a red shirt and jeans resists his sisters request for water on the road
entailment,woman red-hair large tattoo sitting chair outside,A woman with red-hair and large tattoo is sitting in a chair outside
entailment,man woman rowing surfboard third rower distance,Man and woman rowing on surfboards third rower in distance
entailment,team men three red shirt two others baseball jersey re-surface baseball diamond specialized tool,A team of men three in red shirts and two others in baseball jerseys re-surface a baseball diamond with specialized tools
entailment,high school band getting ready perform,A high school band getting ready to perform
entailment,snowboarder making big jump trick high mountain,A snowboarder making a big jump doing a trick on a high mountain
entailment,one person kneel front plastic bucket another lean toward doorway third person look dilapidated building,One person kneels in front of a plastic bucket while another leans toward a doorway and a third person looks on from a dilapidated building
entailment,man wearing black beret black coat black glove take picture middle crowd,A man wearing a black beret black coat and black gloves takes a picture in the middle of a crowd
entailment,brown-haired woman blue shirt decorated gold trimming paint picture two window,A brown-haired woman in a blue shirt decorated with gold trimmings paints a picture of two windows
entailment,two woman competing roller derby several teammate referee background,Two women competing in a roller derby with several teammates and referee in the background
entailment,man installing roof,A man is installing a roof
entailment,man wearing stocking hat beard looking camera two woman sitting couch next him,A man wearing a stocking hat and has a beard is looking at the camera with two women sitting on the couch next to him
entailment,boy bicycle midair,A boy on a bicycle in midair
entailment,firework light night man stand stage,Fireworks light up the night as a man stands on stage
entailment,large audience people seated banquet table watching happening stage surrounded blue curtain,A large audience of people seated at banquet tables is watching the happenings on a stage surrounded by blue curtains
entailment,group people bark brightly lighten street one man gray hat hold large colorful sign arrow,A group of people on the bark brightly lighten street while one man with a gray hat holds a large colorful sign with arrows
entailment,four african boy playing soccer,Four African boys playing soccer
entailment,one girl sip soda another look on standing street front bunch bicycle,One girl sips a soda while another looks on standing on a street in front of a bunch of bicycles
entailment,man holding book standing front chalkboard,A man is holding a book standing in front of a chalkboard
entailment,one man white cap golfing three men middle conversation,While one man in the white cap is golfing three other men are in the middle of a conversation
entailment,group cyclist race arm around other,A group of cyclists at a race with their arms around each other
entailment,motorist get air rough hill,A motorist gets some air over a rough hill
entailment,boy splashed swimming pool,A boy is being splashed in a swimming pool
entailment,man bike sun beating background launched dirt ramp coming back down,A man on a bike with the sun beating down in the background just launched off of a dirt ramp and is coming back down
entailment,two men stand lift four others dressed black bright yellow stripe look them,Two men stand in a lift as four others all dressed in black and bright yellow stripes look up on them
entailment,two musician singer stage performing song,Two musicians and a singer are on a stage performing a song
entailment,man giving presentation,A man is giving a presentation
entailment,child playing video game together,Children playing a video game together
entailment,man orange jacket reach busted blue car wooden support,A man in an orange jacket reaches under a busted up blue car on wooden supports
entailment,group people one woman large white colorful purse wait board large white blue bus,A group of people one of which is a woman with a large white and colorful purse wait to board a large white and blue bus
entailment,man straining climb cliff face,Man straining to climb cliff face
entailment,worker cherry picker palm tree,A worker is on a cherry picker in a palm tree
entailment,dog chasing duck pond,A dog chasing a duck in a pond
entailment,man blue helmet riding motorcycle,A man in a blue helmet is riding his motorcycle
entailment,little girl arm around little boy standing wooden bridge wood,A little girl has her arms around a little boy standing on a wooden bridge in the woods
entailment,man riding tall bicycle street past large brick building,Am man riding a very tall bicycle down the street past a large brick building
entailment,young boy smile camera tire swing,Young boy smiles at the camera from the tire swing
entailment,two girl sitting park bench one looking phone looking on,Two girls are sitting on a park bench one is looking at her phone and the other is looking on
entailment,man bucket chery-picker cut branch using chainsaw end long pole,A man in the bucket of a chery-picker cuts down branches using a chainsaw at the end of a long pole
entailment,man dressed angel balance woman dressed angel thigh hand paper people passing sidewalk,A man dressed as an angel balances a woman dressed as an angel on his thighs while she hands out papers to people passing on the sidewalk
entailment,man sitting step child bystander walk by,A man sitting on steps with a child as a bystander walks by
entailment,man sitting step child bystander walk by,A man sitting on steps with a child as a bystander walks by
entailment,dog attacking man wearing protective gear,A dog attacking a man wearing protective gear
entailment,man short mohawk beard,A man in a short Mohawk and beard
entailment,man short mohawk beard,A man in a short Mohawk and beard
entailment,woman posing meadow next old truck,A woman is posing in a meadow next to an old truck
entailment,young redheaded girl wearing yellow shirt black pant sneaker jumping grassy field blue sky wispy cloud background,A young redheaded girl wearing a yellow shirt black pants and sneakers jumping in a grassy field with blue skies and wispy clouds in the background
entailment,woman white climb metal structure,A woman in white climbs up a metal structure
entailment,older man wearing dark blue clothing sweeping ground person wearing red coat carrying green bag entering building,Older man wearing dark blue clothing sweeping the ground and a person wearing a red coat and carrying a green bag entering the building
entailment,white man red shirt riding bike,A white man in a red shirt riding a bike
entailment,people sitting bench front building,people are sitting on a bench in front of buildings
entailment,little boy blue shirt putting sunglass window lady watch him,A little boy in a blue shirt is putting some sunglasses up to a window while a lady watches him
entailment,man black clothing sweeping step broom,A man with black clothing is sweeping steps with a broom
entailment,numerous customer browsing produce market,Numerous customers browsing for produce in a market
entailment,brown dog persues frisbee across grass thrower watch,A brown dog persues a Frisbee across the grass as the thrower watches
entailment,man gray coat walking fallen tree trunk forest,A man in a gray coat is walking on a fallen tree trunk in a forest
entailment,man looking woman looking water,A man looking at a woman looking at water
entailment,lab tech looking microscope lab,Lab tech looking through a microscope in a lab
entailment,woman cross street baby arm,A woman crosses the street with a baby in her arms
entailment,man sitting motorcycle sunset directly behind,a man sitting on a motorcycle with a sunset directly behind him
entailment,crowd gathered either side soap box derby single soap box car road track,A crowd gathered on either side of a soap box derby with a single soap box car on the road track
entailment,female soccer team getting last minute instruction coach,The female soccer team is getting last minute instruction from their coach
entailment,two people walking sand,There are two people walking in the sand
entailment,woman float innertube large body water,A woman floats in an innertube in a large body of water
entailment,white greyhound dog wearing muzzle run around track,A white greyhound dog wearing a muzzle runs around a track
entailment,man wearing short look cellphone woman walk outside small building,A man wearing shorts looks at his cellphone while a woman walks outside a small building
entailment,runner wearing purple strives finish line,A runner wearing purple strives for the finish line
entailment,man neon green seahawks sweatshirt lean railing,A man in neon green Seahawks sweatshirt leans on a railing
entailment,silhouette stand top bowling lane ball impact pin neon light race overhead,A silhouette stands at the top of a bowling lane as the ball is about to impact the pins while neon lights race overhead
entailment,silhouette stand top bowling lane ball impact pin neon light race overhead,A silhouette stands at the top of a bowling lane as the ball is about to impact the pins while neon lights race overhead
entailment,man jumping dirt ramp bmx bike,A man jumping a dirt ramp on a bmx bike
entailment,woman brown hair sitting bench outside cafe,a woman with brown hair sitting on a bench outside a cafe
entailment,man reflective sunglass skull t-shirt long red short sits sun folding chair,A man in reflective sunglasses a skull T-shirt and long red shorts sits out of the sun in a folding chair
entailment,man woman posing picture,A man a woman posing for a picture
entailment,orange floor next dog,An orange on the floor next to a dog
entailment,cyclist red white uniform biking across garage full people,A cyclist in a red and white uniform is biking across a garage full of people
entailment,group mountain climber rest summit,A group of mountain climbers rests at the summit
entailment,"woman hold newspaper say ""real change""","A woman holds a newspaper that says ""Real change"""
entailment,four men baseball cap logo t-shirt laughing together table,Four men with baseball caps and logo t-shirts laughing together at a table
entailment,single person stand heavily-eroded cliff-side rock holding bare branch aloft,A single person stands on a heavily-eroded cliff-side rock while holding a bare branch aloft
entailment,man laying inside black non-working boat,A man is laying down inside a black non-working boat
entailment,two men cooking one stirring pot making funny face point him,Two men cooking one stirring a pot while making a funny face while the other points at him
entailment,person umbrella observes flooded street car water,Person with umbrella observes flooded streets with cars in the water
entailment,woman bridal wear embrace individual,A woman in bridal wear embraces an individual
entailment,cowboy showing mule next horse hauling trailer,A cowboy is showing off his mule next to a horse hauling trailer
entailment,four men safety gear one holding camera standing platform,Four men in safety gear one holding a camera are standing on a platform
entailment,woman green flowered dress holding container yarn animal,A woman in a green flowered dress is holding a container of yarn animals
entailment,large crowd standing around start line,A large crowd is standing around the start line
entailment,little boy stand middle bird gathered sidewalk,The little boy stands in the middle of birds who have gathered on the sidewalk
entailment,four young female gymnast dressed black blue leotard preparing next routine,Four young female gymnasts dressed in black and blue leotards are preparing for their next routine
entailment,asian woman dressed colorful outfit laughing,An Asian woman dressed in a colorful outfit laughing
entailment,person black green outfit riding bicycle,A person in a black and green outfit is riding a bicycle
entailment,"line various truck advertising side parked side road ""grilled cheese truck ""and ""calbi"" truck focus","There is a line of various trucks with advertising on the side parked by the side of the road with the ""Grilled Cheese Truck ""and the ""Calbi"" truck in focus"
entailment,"line various truck advertising side parked side road ""grilled cheese truck ""and ""calbi"" truck focus","There is a line of various trucks with advertising on the side parked by the side of the road with the ""Grilled Cheese Truck ""and the ""Calbi"" truck in focus"
entailment,runner various athletic garb well one individual spotted-green dragon costume run right,Runners in various athletic garb as well as one individual in a spotted-green dragon costume run to the right
entailment,family taking part walk-a-thon,A family is taking part in a walk-a-thon
entailment,male teen working school project,a male teen is working on a school project
entailment,boy work project shop class,A boy works on a project in shop class
entailment,bald black man wearing safety glass long-sleeved black shirt using pick hammer sculpt sizable rock art,A bald black man wearing safety glasses and a long-sleeved black shirt is using a pick and hammer to sculpt a sizable rock into art
entailment,young man sitting couch smoking cigarette,The young man is sitting on a couch smoking a cigarette
entailment,coach talk football player player crowd background,Coach talks with football player other players and crowd in background
entailment,blond woman sits park bench wearing brown tank top olive green short,A blond woman sits on a park bench while wearing a brown tank top and olive green shorts
entailment,man blue jogging suit running sidewalk front painting,A man in a blue jogging suit is running on the sidewalk in front of a painting
entailment,small pale bird bend examine crumb,A small pale bird bends down to examine a crumb
entailment,man suit speaking seated woman,A man in a suit speaking to a seated woman
entailment,two people connected rope wearing bright orange helmet sitting rocky crag high mountain,Two people connected to ropes wearing bright orange helmets are sitting on a rocky crag high in the mountains
entailment,xylophonist play dark setting,Xylophonists play in a dark setting
entailment,small brown white dog swimming pool next man,a small brown and white dog swimming through the pool next to a man
entailment,little boy punching flashcard cardboard came in,A little boy punching out flashcards from the cardboard they came in
entailment,two men interacting sort mechanical contraption mounted wall,Two men are interacting with some sort of mechanical contraption that is mounted on a wall
entailment,people shopping outside market,People shopping at an outside market
entailment,man outside beach walking dog,The Man is outside on the beach walking his dog
entailment,family gathered together house enjoying company,Family gathered together in a house enjoying each other company
entailment,woman long dark coat look trashcans winter,A woman in a long dark coat looks through trashcans in Winter
entailment,three woman sit table taking note three identical magazine,Three women sit at a table taking notes from three identical magazines
entailment,woman bag talking cellphone standing corner street waiting cross,A woman with a bag talking on her cellphone standing on the corner of the street waiting to cross
entailment,young barefoot girl wearing helmet walk mossy covered fallen tree,A young barefoot girl wearing a helmet walks down a mossy covered fallen down tree
entailment,man jumping rusty fence blue bicycle,Man jumping over a rusty fence on a blue bicycle
entailment,two girl playing catch lawn,Two girls playing catch on a lawn
entailment,barefoot man orange shirt short baseball cap sitting open tailgate silver pickup truck,A barefoot man in an orange shirt shorts and a baseball cap is sitting on the open tailgate of a silver pickup truck
entailment,man dressed light blue shirt dumping item bin another bin standing room full food donation,A man dressed in a light blue shirt dumping items from a bin into another bin while standing in a room full of food donations
entailment,two child work together project table,Two children work together on a project at a table
entailment,man wearing blue apron long rubber boot dragging flotation device long row flotation device,A man wearing a blue apron and long rubber boots is dragging a flotation device from a long row of flotation devices
entailment,bird perched line sort attached pole,A bird is perched on a line of some sort attached to a pole
entailment,three people sitting table one woman speaking people listening them,Three people sitting on a table one woman is speaking and people are listening to them
entailment,couple stand top flight outdoor stair kissing one another,A couple stands at the top of a flight of outdoor stairs kissing one another
entailment,two student jumping others classroom sitting standing,While two students are jumping others in a classroom are sitting or standing
entailment,photo woman black coat standing front large two-paneled photo depicting woman gray dress looking hand bag,A photo of a woman in a black coat standing in front of a large two-paneled photo depicting a woman in a gray dress looking down with her hand in a bag
entailment,two people playing wiffle ball suburban area,Two people are playing wiffle ball in a suburban area
entailment,man grassy field throw stick group three brown dog,A man in a grassy field throws a stick for a group of three brown dogs
entailment,red hot air balloon land field among crowd,A red hot air balloon lands in a field among a crowd
entailment,fireman searching something using flashlight,A fireman searching for something using a flashlight
entailment,older gentleman look camera building deck,An older gentleman looks at the camera while he is building a deck
entailment,two shirtless men jumping street rail probably practicing new dance move,two shirtless men jumping over a street rail probably practicing new dance moves
entailment,boy wearing helmet jumping skateboard,A boy wearing a helmet is jumping his skateboard
entailment,middle-aged man green jacket talking another middle-aged man light blue tee-shirt,A middle-aged man in a green jacket is talking to another middle-aged man in a light blue tee-shirt
entailment,man blue shirt arguing man green jacket started raise fist anger,A man in a blue shirt was arguing with a man in a green jacket and started to raise his fist in anger
entailment,young asian woman using umbrella front brightly colored patch flower back,The young Asian woman is using an umbrella and is in front of a brightly colored patch of flowers in the back
entailment,person look snowboarding small pile snow sunny cold day,This person looks to be snowboarding on a very small pile of snow on a sunny cold day
entailment,man performing auto repair front building,A man performing auto repair in front of a building
entailment,two men fish market filled box fish freshly cut fillet study weight scale,Two men at a fish market filled with boxes of fish and freshly cut fillets study a weight scale
entailment,baseball player near pitching mound celebrating batsman walk away,The baseball players near the pitching mound are celebrating as the batsman walks away
entailment,man child painting post,A man and a child painting a post
entailment,two woman little girl resting food drink near log grassy field flowering tree,Two women and a little girl are resting with food and drink near a log in a grassy field under flowering trees
entailment,lady look surprised,a lady looks surprised
entailment,two men wearing cap looking ground surprised expression face,Two men are wearing caps are looking at the ground with surprised expressions on their faces
entailment,outdoor event large table several worker form assembly line prepare food many squeeze bottle dispenser visible woman wearing plastic glove foreground,At an outdoor event on a large table several workers form an assembly line in which they prepare food with many squeeze bottles and dispensers visible and a woman wearing plastic gloves in the foreground
entailment,couple female talking one flicking cigarette,A couple of females are talking to each other while one is flicking her cigarette
entailment,surfer wave,A surfer on a wave
entailment,male performer sings play guitar front microphone,A male performer sings and plays the guitar in front of a microphone
entailment,one female two male musician holding musical equipment,One female and two male musicians holding musical equipment
entailment,teenager laying paper craft strewn floor,a teenager laying down with paper crafts strewn about the floor
entailment,man wearing orange black polo shirt kneeling lunch box one hand holding banana hand,The man is wearing an orange and black polo shirt and is kneeling with his lunch box in one hand while holding a banana in his other hand
entailment,smiling bride sits swing smiling groom standing behind posing male photographer boy holding bottled drink another boy wearing green shirt observe,A smiling bride sits in a swing with her smiling groom standing behind her posing for the male photographer while a boy holding a bottled drink and another boy wearing a green shirt observe
